fight_id,fighter_id,fighter,kd,sub_att,rev,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted,ctrl_seconds
e1100fc357e61fba,b27a1fcb56a3035a,Trevin Giles,0,0,0,41.0,53.0,54.0,66.0,5.0,5.0,34.0,45.0,6.0,7.0,1.0,1.0,8.0,13.0,3.0,3.0,30.0,37.0,343.0
e1100fc357e61fba,984d15d5dc7bfcf9,James Bochnovic,0,0,0,5.0,24.0,15.0,35.0,0.0,1.0,1.0,19.0,2.0,3.0,2.0,2.0,4.0,23.0,0.0,0.0,1.0,1.0,8.0
09c1d4c96efd0545,2650e2f846a30f64,Amir Sadollah,0,0,0,95.0,256.0,96.0,257.0,0.0,8.0,45.0,170.0,20.0,51.0,30.0,35.0,88.0,243.0,7.0,13.0,0.0,0.0,59.0
09c1d4c96efd0545,84ac950d4c1722dd,Duane Ludwig,0,0,0,123.0,328.0,125.0,331.0,1.0,2.0,96.0,283.0,22.0,38.0,5.0,7.0,102.0,297.0,20.0,29.0,1.0,2.0,97.0
1e3d3545b6dd13a7,f86cb5f25d545e0e,Daniel Spitz,0,0,0,32.0,108.0,32.0,108.0,0.0,0.0,20.0,83.0,6.0,16.0,6.0,9.0,32.0,108.0,0.0,0.0,0.0,0.0,0.0
1e3d3545b6dd13a7,04c8b08b16a5b99e,Tanner Boser,0,0,0,93.0,151.0,93.0,151.0,0.0,0.0,33.0,86.0,25.0,27.0,35.0,38.0,93.0,151.0,0.0,0.0,0.0,0.0,0.0
5885445f39dac389,12f91bfa8f1f723b,Joanne Wood,0,0,0,26.0,49.0,33.0,57.0,1.0,1.0,6.0,25.0,9.0,9.0,11.0,15.0,24.0,45.0,0.0,1.0,2.0,3.0,131.0
5885445f39dac389,8e1f36476ef02a6a,Jennifer Maia,0,1,0,20.0,37.0,31.0,49.0,0.0,0.0,16.0,32.0,3.0,4.0,1.0,1.0,18.0,35.0,2.0,2.0,0.0,0.0,0.0
80551dceed42e7ab,2c1170b825f58e57,Guangyou Ning,0,0,0,46.0,92.0,77.0,130.0,2.0,2.0,30.0,68.0,8.0,13.0,8.0,11.0,39.0,82.0,0.0,1.0,7.0,9.0,193.0
80551dceed42e7ab,b9c03e7a4557e542,Royston Wee,0,0,0,18.0,32.0,29.0,43.0,0.0,0.0,3.0,15.0,6.0,6.0,9.0,11.0,18.0,32.0,0.0,0.0,0.0,0.0,0.0
dadde3eb4e5f43b4,5866fc86183a9fb8,Erick Silva,0,0,0,18.0,18.0,21.0,21.0,0.0,0.0,14.0,14.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,14.0,14.0,1.0
dadde3eb4e5f43b4,276c60b14b571dd4,Takenori Sato,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938081fae11dcbbf,23dec7c47cb418f8,Zach Reese,0,0,0,13.0,24.0,22.0,35.0,0.0,0.0,13.0,22.0,0.0,2.0,0.0,0.0,1.0,7.0,1.0,1.0,11.0,16.0,0.0
938081fae11dcbbf,3bc3f60b21cddc6a,Azamat Bekoev,0,0,0,21.0,26.0,52.0,59.0,1.0,2.0,16.0,19.0,3.0,4.0,2.0,3.0,3.0,6.0,0.0,0.0,18.0,20.0,134.0
4f6e7159e77d4215,b8bbdeff718dbb7d,Pat Sabatini,0,0,0,36.0,63.0,124.0,162.0,6.0,10.0,29.0,55.0,5.0,6.0,2.0,2.0,13.0,24.0,1.0,2.0,22.0,37.0,479.0
4f6e7159e77d4215,cd2e5a390821fb48,TJ Laramie,0,0,1,15.0,31.0,22.0,39.0,1.0,4.0,9.0,23.0,2.0,3.0,4.0,5.0,12.0,24.0,0.0,1.0,3.0,6.0,247.0
7d3da3c4153717de,7dda2cf308f24a02,Virna Jandiroba,0,0,0,106.0,217.0,208.0,331.0,9.0,17.0,72.0,177.0,20.0,25.0,14.0,15.0,83.0,192.0,20.0,21.0,3.0,4.0,547.0
7d3da3c4153717de,7447e9f28508106a,Mackenzie Dern,0,0,0,118.0,231.0,249.0,372.0,2.0,8.0,84.0,193.0,21.0,25.0,13.0,13.0,89.0,199.0,8.0,10.0,21.0,22.0,225.0
92b98afec5eb4e05,67f272324a030d00,Misha Cirkunov,0,1,2,6.0,10.0,22.0,29.0,1.0,2.0,4.0,8.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,3.0,3.0,4.0,148.0
92b98afec5eb4e05,70e1f8a821b72c8b,Jimmy Crute,0,0,1,21.0,35.0,28.0,45.0,0.0,0.0,19.0,33.0,2.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,15.0,27.0,43.0
cef255a992ba7af3,f9b200db02b488d9,Lando Vannata,0,0,0,51.0,91.0,51.0,91.0,0.0,3.0,20.0,41.0,12.0,24.0,19.0,26.0,49.0,87.0,2.0,2.0,0.0,2.0,6.0
cef255a992ba7af3,4148802ae4a50768,Daniel Zellhuber,1,0,0,78.0,207.0,84.0,225.0,0.0,1.0,67.0,181.0,7.0,21.0,4.0,5.0,49.0,149.0,7.0,7.0,22.0,51.0,104.0
d5778494ce663d7f,ec2d13a87d3d9541,Sheldon Westcott,0,0,0,33.0,79.0,60.0,115.0,1.0,1.0,33.0,77.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,33.0,73.0,147.0
d5778494ce663d7f,8d49545dadf9b919,Edgar Garcia,0,0,0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
d44d735e5079bfb8,f6ad6a1e4d600e0d,Mason Jones,0,0,0,87.0,157.0,116.0,191.0,8.0,14.0,65.0,133.0,20.0,22.0,2.0,2.0,69.0,130.0,10.0,18.0,8.0,9.0,541.0
d44d735e5079bfb8,ffe9703408fb5964,David Onama,0,0,0,90.0,153.0,121.0,186.0,0.0,1.0,80.0,142.0,8.0,9.0,2.0,2.0,70.0,128.0,19.0,23.0,1.0,2.0,11.0
671048cd1933855a,9c65736747ca92ec,Leonardo Santos,0,0,0,26.0,73.0,50.0,98.0,0.0,5.0,14.0,56.0,7.0,11.0,5.0,6.0,24.0,67.0,2.0,6.0,0.0,0.0,5.0
671048cd1933855a,14ff46596ad80609,Norman Parke,0,0,0,37.0,124.0,92.0,188.0,0.0,8.0,21.0,94.0,8.0,12.0,8.0,18.0,20.0,97.0,17.0,27.0,0.0,0.0,510.0
b6620177ac975ff2,db1f2ed63b54b9a7,Hector Lombard,0,0,0,26.0,77.0,47.0,99.0,2.0,4.0,18.0,65.0,6.0,6.0,2.0,6.0,22.0,70.0,2.0,5.0,2.0,2.0,145.0
b6620177ac975ff2,c80095f6092271a7,Tim Boetsch,0,0,0,54.0,98.0,57.0,101.0,0.0,9.0,11.0,39.0,20.0,32.0,23.0,27.0,42.0,78.0,12.0,20.0,0.0,0.0,7.0
856468ba24a37fcc,f14cf73e51b29254,Sergei Pavlovich,1,0,0,36.0,85.0,36.0,85.0,0.0,0.0,30.0,78.0,6.0,7.0,0.0,0.0,32.0,81.0,0.0,0.0,4.0,4.0,2.0
856468ba24a37fcc,fa6796c55d6c5440,Curtis Blaydes,0,0,0,14.0,56.0,14.0,56.0,0.0,1.0,11.0,51.0,1.0,1.0,2.0,4.0,14.0,56.0,0.0,0.0,0.0,0.0,0.0
d05cb4c4135ce402,4b93a88f3b1de35b,Michael Chandler,0,0,0,11.0,28.0,20.0,39.0,4.0,7.0,6.0,18.0,3.0,7.0,2.0,3.0,10.0,24.0,0.0,0.0,1.0,4.0,164.0
d05cb4c4135ce402,7826923b47f8d72a,Paddy Pimblett,0,0,1,80.0,143.0,121.0,197.0,1.0,2.0,61.0,119.0,4.0,5.0,15.0,19.0,43.0,96.0,4.0,5.0,33.0,42.0,281.0
78736e322574e500,52e76bb4b3e852f3,Antonio Carlos Junior,0,0,0,28.0,75.0,44.0,94.0,4.0,13.0,12.0,54.0,4.0,8.0,12.0,13.0,18.0,58.0,6.0,9.0,4.0,8.0,333.0
78736e322574e500,7acbb0972e75281a,Marvin Vettori,0,1,0,29.0,70.0,99.0,144.0,1.0,1.0,21.0,61.0,4.0,5.0,4.0,4.0,11.0,46.0,2.0,3.0,16.0,21.0,179.0
0094d2ed98819f7a,a0f0004aadf10b71,Alexandre Pantoja,0,2,0,37.0,99.0,67.0,135.0,1.0,3.0,27.0,82.0,6.0,10.0,4.0,7.0,32.0,92.0,3.0,4.0,2.0,3.0,228.0
0094d2ed98819f7a,a0c64f272b65d441,Eric Shelton,0,0,0,32.0,93.0,44.0,107.0,4.0,12.0,31.0,90.0,1.0,3.0,0.0,0.0,29.0,86.0,0.0,3.0,3.0,4.0,172.0
35d0ef51fede263c,f72465a784c1b084,Jessica Eye,0,0,0,98.0,196.0,100.0,198.0,0.0,1.0,40.0,121.0,29.0,40.0,29.0,35.0,91.0,188.0,7.0,8.0,0.0,0.0,13.0
35d0ef51fede263c,36541f1e6c5d4955,Viviane Araujo,0,0,0,56.0,122.0,69.0,135.0,2.0,7.0,39.0,103.0,7.0,7.0,10.0,12.0,51.0,114.0,2.0,4.0,3.0,4.0,103.0
6ecc59654c2f519f,d023ae89a2a4a41e,Matthew Riddle,0,0,0,74.0,158.0,112.0,200.0,2.0,3.0,30.0,101.0,30.0,42.0,14.0,15.0,63.0,145.0,1.0,2.0,10.0,11.0,140.0
6ecc59654c2f519f,76729a829623e266,Henry Martinez,0,0,0,67.0,169.0,70.0,173.0,0.0,1.0,50.0,149.0,3.0,6.0,14.0,14.0,67.0,169.0,0.0,0.0,0.0,0.0,0.0
abd50fad1e7b030b,b1e5bcaad32a3cac,Priscila Cachoeira,1,0,0,20.0,35.0,20.0,35.0,0.0,0.0,15.0,27.0,4.0,5.0,1.0,3.0,6.0,17.0,0.0,0.0,14.0,18.0,11.0
abd50fad1e7b030b,6551c64fbcd1a467,Ariane da Silva,0,0,0,4.0,15.0,4.0,15.0,0.0,0.0,3.0,12.0,0.0,2.0,1.0,1.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0
c715c165cb3469d2,8ddf9c51c5fdea75,Rousimar Palhares,0,1,0,4.0,8.0,4.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,4.0,5.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0
c715c165cb3469d2,5b2d7906aa894274,Mike Massenzio,0,0,0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0
0fd5485e64712df9,80eacd4da0617c57,Joseph Benavidez,0,0,0,66.0,144.0,69.0,147.0,0.0,6.0,28.0,76.0,16.0,29.0,22.0,39.0,55.0,133.0,10.0,10.0,1.0,1.0,8.0
0fd5485e64712df9,fc9a9559a05f2704,Eddie Wineland,0,0,0,24.0,71.0,25.0,72.0,0.0,1.0,12.0,56.0,9.0,11.0,3.0,4.0,21.0,67.0,3.0,4.0,0.0,0.0,20.0
0fe4906754b2d0f9,6aae253467e8f9ce,Tafon Nchukwi,1,0,0,120.0,187.0,159.0,234.0,0.0,2.0,70.0,133.0,49.0,53.0,1.0,1.0,59.0,118.0,57.0,63.0,4.0,6.0,171.0
0fe4906754b2d0f9,830f60497fab345a,Jamie Pickett,0,0,0,40.0,81.0,40.0,81.0,1.0,4.0,28.0,68.0,8.0,9.0,4.0,4.0,39.0,77.0,1.0,4.0,0.0,0.0,34.0
c1356395d6b055d7,75afb06215a07341,Dmitrii Smoliakov,0,0,0,5.0,10.0,28.0,35.0,0.0,1.0,2.0,5.0,3.0,5.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0
c1356395d6b055d7,9be6020024133293,Cyril Asker,0,0,0,19.0,47.0,39.0,90.0,1.0,1.0,19.0,47.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,17.0,38.0,83.0
6275b448b6c35f1f,d1941565abf50b16,Jim Miller,0,0,0,45.0,110.0,61.0,127.0,2.0,3.0,21.0,78.0,8.0,14.0,16.0,18.0,42.0,103.0,1.0,5.0,2.0,2.0,130.0
6275b448b6c35f1f,d1e7fc58d4225cdf,Danny Castillo,0,0,0,35.0,103.0,51.0,120.0,0.0,6.0,22.0,82.0,5.0,11.0,8.0,10.0,33.0,98.0,0.0,2.0,2.0,3.0,140.0
3cf3771274a4f8b1,4e6738062d469256,Sedriques Dumas,0,0,1,20.0,44.0,23.0,47.0,0.0,1.0,8.0,26.0,2.0,5.0,10.0,13.0,19.0,43.0,1.0,1.0,0.0,0.0,7.0
3cf3771274a4f8b1,ca43de99b07b6b40,Josh Fremd,0,2,1,33.0,61.0,48.0,78.0,2.0,2.0,21.0,48.0,6.0,7.0,6.0,6.0,27.0,55.0,4.0,4.0,2.0,2.0,267.0
5efd13a12be06706,d1feea7a4bdcd503,Baisangur Susurkaev,0,1,0,36.0,62.0,59.0,89.0,2.0,7.0,23.0,46.0,7.0,10.0,6.0,6.0,22.0,42.0,2.0,3.0,12.0,17.0,199.0
5efd13a12be06706,64b12fe31be7560c,Eric Nolan,0,0,0,22.0,56.0,24.0,58.0,0.0,1.0,17.0,51.0,5.0,5.0,0.0,0.0,18.0,47.0,4.0,9.0,0.0,0.0,17.0
a2eafd9e1d5031b1,6a1901c62ab3870f,Jessica Andrade,0,0,0,90.0,287.0,97.0,297.0,0.0,1.0,58.0,242.0,21.0,31.0,11.0,14.0,87.0,279.0,3.0,8.0,0.0,0.0,17.0
a2eafd9e1d5031b1,8e5d953bdb9ae5e7,Loopy Godinez,0,0,0,107.0,213.0,119.0,226.0,1.0,14.0,91.0,195.0,12.0,14.0,4.0,4.0,94.0,195.0,11.0,16.0,2.0,2.0,93.0
0697d5520b74a8df,59279a7c978f7da0,Al Iaquinta,0,0,0,37.0,116.0,38.0,117.0,0.0,3.0,21.0,93.0,7.0,11.0,9.0,12.0,37.0,116.0,0.0,0.0,0.0,0.0,23.0
0697d5520b74a8df,193b9d1858bc4df3,Dan Hooker,1,0,0,98.0,207.0,104.0,213.0,0.0,1.0,68.0,168.0,7.0,13.0,23.0,26.0,76.0,182.0,0.0,0.0,22.0,25.0,150.0
5362ea7c63432cf9,94527830000ab715,Rani Yahya,0,2,0,4.0,8.0,4.0,8.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,4.0
5362ea7c63432cf9,96428b9e9bd048ea,Luke Sanders,0,0,0,2.0,4.0,2.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,22.0
5c783cd188425783,a09ed60aa67a3f67,Farid Basharat,0,0,0,60.0,126.0,89.0,168.0,4.0,7.0,39.0,98.0,8.0,13.0,13.0,15.0,54.0,116.0,2.0,3.0,4.0,7.0,277.0
5c783cd188425783,f264ba50b007f39e,Victor Hugo,0,1,0,45.0,125.0,48.0,128.0,1.0,4.0,23.0,82.0,14.0,28.0,8.0,15.0,43.0,122.0,2.0,3.0,0.0,0.0,18.0
b070b8c2c489d838,f1fac969a1d70b08,Leon Edwards,0,0,0,77.0,132.0,83.0,139.0,4.0,5.0,48.0,97.0,6.0,12.0,23.0,23.0,68.0,118.0,4.0,6.0,5.0,8.0,299.0
b070b8c2c489d838,8355922d564b152c,Nate Diaz,0,0,0,76.0,162.0,130.0,223.0,0.0,0.0,52.0,129.0,16.0,21.0,8.0,12.0,66.0,152.0,10.0,10.0,0.0,0.0,113.0
7bced112f3229b1b,c21a036b4e012f1c,John Makdessi,0,0,0,73.0,196.0,73.0,196.0,0.0,0.0,26.0,122.0,18.0,41.0,29.0,33.0,72.0,195.0,1.0,1.0,0.0,0.0,0.0
7bced112f3229b1b,b7b84ccd221be298,Nasrat Haqparast,1,0,0,64.0,173.0,72.0,181.0,2.0,3.0,41.0,139.0,19.0,29.0,4.0,5.0,60.0,168.0,4.0,5.0,0.0,0.0,35.0
fb7ebdda8658fa05,1897b7b913736a7c,Alatengheili,1,0,0,9.0,17.0,9.0,17.0,0.0,0.0,9.0,16.0,0.0,1.0,0.0,0.0,8.0,15.0,0.0,0.0,1.0,2.0,1.0
fb7ebdda8658fa05,35b3772629e27a49,Kevin Croom,0,0,0,2.0,12.0,2.0,12.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
0019ec81fd706ade,85073dbd1be65ed9,Greg Hardy,0,0,0,54.0,105.0,54.0,105.0,0.0,0.0,22.0,72.0,5.0,5.0,27.0,28.0,52.0,103.0,2.0,2.0,0.0,0.0,0.0
0019ec81fd706ade,326f94d6cfb1bf25,Ben Sosoli,0,0,0,26.0,97.0,26.0,97.0,0.0,0.0,15.0,78.0,10.0,18.0,1.0,1.0,26.0,96.0,0.0,1.0,0.0,0.0,0.0
43e416795dbd10e9,d247691a6c0e9034,Cub Swanson,2,0,0,83.0,148.0,95.0,161.0,0.0,0.0,36.0,92.0,23.0,28.0,24.0,28.0,53.0,108.0,2.0,2.0,28.0,38.0,176.0
43e416795dbd10e9,ed209f6618c82e41,Hacran Dias,0,0,0,55.0,131.0,58.0,136.0,0.0,1.0,37.0,103.0,5.0,12.0,13.0,16.0,54.0,126.0,1.0,3.0,0.0,2.0,0.0
464133df9ca19865,cf65d56b0755ed3b,Alan Jouban,1,0,0,51.0,104.0,63.0,116.0,1.0,1.0,31.0,73.0,11.0,18.0,9.0,13.0,36.0,74.0,7.0,15.0,8.0,15.0,172.0
464133df9ca19865,8f0d576beba1cfcd,Matt Dwyer,1,0,0,29.0,117.0,34.0,122.0,0.0,1.0,23.0,98.0,4.0,15.0,2.0,4.0,22.0,101.0,6.0,11.0,1.0,5.0,14.0
168413032bb51ce0,80fa8218c99f9c58,Amanda Nunes,0,0,0,10.0,16.0,16.0,25.0,2.0,3.0,9.0,14.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,9.0,13.0,97.0
168413032bb51ce0,837d30395faca41e,Sheila Gaff,0,0,0,3.0,8.0,5.0,10.0,0.0,0.0,1.0,4.0,2.0,3.0,0.0,1.0,1.0,5.0,2.0,3.0,0.0,0.0,12.0
11774c581b818e30,30a09e43f15f1d75,Paulo Thiago,0,1,1,13.0,40.0,17.0,46.0,1.0,9.0,8.0,34.0,2.0,3.0,3.0,3.0,9.0,33.0,2.0,5.0,2.0,2.0,94.0
11774c581b818e30,8b69839f3555a67b,Martin Kampmann,0,3,0,24.0,59.0,47.0,83.0,1.0,3.0,19.0,47.0,3.0,5.0,2.0,7.0,14.0,44.0,5.0,6.0,5.0,9.0,421.0
5929c539190c8a07,501b07aec9b8fc2d,Sam Stout,0,1,0,54.0,189.0,59.0,194.0,1.0,2.0,17.0,120.0,29.0,60.0,8.0,9.0,49.0,180.0,2.0,3.0,3.0,6.0,45.0
5929c539190c8a07,7be63795363029e8,Cody McKenzie,0,0,0,31.0,90.0,37.0,99.0,1.0,13.0,23.0,80.0,6.0,7.0,2.0,3.0,26.0,85.0,4.0,4.0,1.0,1.0,104.0
59d44b6888885500,7be14eaed4c74856,Brian Kelleher,0,0,0,1.0,19.0,1.0,19.0,0.0,0.0,0.0,13.0,0.0,4.0,1.0,2.0,1.0,18.0,0.0,1.0,0.0,0.0,6.0
59d44b6888885500,2b6fc1c02736833d,Umar Nurmagomedov,0,1,0,18.0,26.0,21.0,29.0,1.0,5.0,9.0,15.0,7.0,9.0,2.0,2.0,13.0,21.0,5.0,5.0,0.0,0.0,87.0
db690563ae7fa070,029eaff01e6bb8f0,Dustin Poirier,0,1,0,17.0,47.0,31.0,63.0,1.0,1.0,14.0,41.0,1.0,3.0,2.0,3.0,9.0,27.0,3.0,3.0,5.0,17.0,175.0
db690563ae7fa070,8e5bfd4e82352340,Pablo Garza,0,1,0,14.0,34.0,24.0,44.0,0.0,2.0,1.0,12.0,5.0,10.0,8.0,12.0,13.0,28.0,1.0,6.0,0.0,0.0,0.0
78294f5d5e0f2b13,0ff11cc094e887bc,Cain Velasquez,0,0,0,7.0,14.0,7.0,14.0,0.0,1.0,3.0,9.0,0.0,0.0,4.0,5.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0
78294f5d5e0f2b13,63def5a5662a6917,Junior Dos Santos,1,0,0,8.0,13.0,12.0,19.0,0.0,0.0,6.0,10.0,2.0,3.0,0.0,0.0,4.0,8.0,0.0,0.0,4.0,5.0,8.0
c553753c64379c39,1ff9589f9065a9ed,Frank Mir,0,0,0,46.0,65.0,82.0,103.0,6.0,8.0,28.0,46.0,16.0,17.0,2.0,2.0,14.0,23.0,22.0,32.0,10.0,10.0,443.0
c553753c64379c39,3f7c14c7eca7195d,Roy Nelson,0,0,0,21.0,51.0,46.0,77.0,0.0,1.0,13.0,42.0,3.0,4.0,5.0,5.0,9.0,23.0,12.0,28.0,0.0,0.0,241.0
50ef636148fa6fac,dab8cfbb6b1db10a,Livinha Souza,0,0,0,1.0,7.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
50ef636148fa6fac,3df5493bb279226f,Amanda Lemos,2,0,0,29.0,46.0,30.0,47.0,0.0,0.0,22.0,37.0,3.0,5.0,4.0,4.0,12.0,22.0,0.0,0.0,17.0,24.0,73.0
d1bee15e60ee6721,50db8711c70196cd,Ovince Saint Preux,0,1,0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
d1bee15e60ee6721,acff437707625fc7,Yushin Okami,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72481ce1897251cd,55f80a8aeffcdb33,Dustin Pague,0,0,0,3.0,10.0,3.0,10.0,0.0,0.0,1.0,7.0,1.0,2.0,1.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
72481ce1897251cd,7bd94b60d7521e4a,John Albert,1,0,0,21.0,34.0,36.0,49.0,0.0,0.0,19.0,29.0,1.0,4.0,1.0,1.0,7.0,17.0,0.0,0.0,14.0,17.0,47.0
2be2c9ddfbee0cd4,7ff97850e8c32bda,Glover Teixeira,0,0,0,54.0,102.0,59.0,107.0,0.0,1.0,51.0,98.0,3.0,4.0,0.0,0.0,50.0,96.0,4.0,6.0,0.0,0.0,14.0
2be2c9ddfbee0cd4,e51e5cb722bd47a8,Patrick Cummins,0,0,0,33.0,90.0,38.0,95.0,4.0,6.0,23.0,80.0,7.0,7.0,3.0,3.0,22.0,73.0,11.0,17.0,0.0,0.0,85.0
35d06627d91b840d,cfc3e7bb44685289,Trey Ogden,0,0,0,71.0,168.0,72.0,169.0,1.0,9.0,22.0,109.0,7.0,13.0,42.0,46.0,71.0,168.0,0.0,0.0,0.0,0.0,38.0
35d06627d91b840d,4148802ae4a50768,Daniel Zellhuber,0,0,0,52.0,178.0,52.0,178.0,0.0,0.0,19.0,125.0,21.0,40.0,12.0,13.0,52.0,178.0,0.0,0.0,0.0,0.0,0.0
41385f4e63682b5b,3bad7ef643840f67,Joe Lauzon,0,1,0,46.0,76.0,65.0,97.0,5.0,7.0,42.0,72.0,4.0,4.0,0.0,0.0,20.0,43.0,1.0,4.0,25.0,29.0,492.0
41385f4e63682b5b,31a13532e724ca2b,Stevie Ray,0,1,0,109.0,196.0,139.0,237.0,0.0,0.0,94.0,179.0,14.0,16.0,1.0,1.0,67.0,140.0,18.0,29.0,24.0,27.0,35.0
78c3ca588e55bf31,3a46b268013afede,Kevin Holland,0,0,0,74.0,129.0,163.0,223.0,0.0,3.0,54.0,101.0,9.0,13.0,11.0,15.0,62.0,112.0,11.0,15.0,1.0,2.0,215.0
78c3ca588e55bf31,a17ad5a5048e8c3f,Darren Stewart,0,0,0,57.0,110.0,97.0,159.0,3.0,8.0,26.0,74.0,6.0,7.0,25.0,29.0,33.0,69.0,6.0,8.0,18.0,33.0,249.0
042fee3d05e105fa,2816ced060a21be3,Nick Hein,0,0,0,50.0,105.0,87.0,148.0,2.0,6.0,42.0,96.0,6.0,7.0,2.0,2.0,49.0,103.0,1.0,2.0,0.0,0.0,257.0
042fee3d05e105fa,519e4fe37ce9ff75,Drew Dober,0,0,0,49.0,127.0,97.0,178.0,0.0,4.0,31.0,100.0,9.0,15.0,9.0,12.0,37.0,115.0,7.0,7.0,5.0,5.0,179.0
6b92396d42918366,5e4eec08896c9423,Corey Anderson,0,0,0,111.0,279.0,113.0,281.0,0.0,4.0,97.0,256.0,11.0,20.0,3.0,3.0,108.0,270.0,3.0,9.0,0.0,0.0,0.0
6b92396d42918366,fcd448a2fe1a23cc,Gian Villante,0,0,0,70.0,168.0,70.0,168.0,0.0,0.0,37.0,129.0,3.0,5.0,30.0,34.0,69.0,163.0,1.0,5.0,0.0,0.0,0.0
40fa4f8b4b93884e,8d11d9c13e2ccdf7,Muhammad Naimov,0,0,0,18.0,48.0,35.0,69.0,0.0,5.0,7.0,29.0,6.0,10.0,5.0,9.0,13.0,40.0,5.0,8.0,0.0,0.0,128.0
40fa4f8b4b93884e,480779d7f9a424d3,Mairon Santos,1,0,0,27.0,45.0,43.0,61.0,0.0,1.0,11.0,27.0,8.0,10.0,8.0,8.0,19.0,34.0,7.0,8.0,1.0,3.0,47.0
e67e15cc6578d1c3,c9f6385af6df66d7,Papy Abedi,0,0,0,53.0,80.0,69.0,97.0,4.0,6.0,14.0,31.0,35.0,39.0,4.0,10.0,10.0,21.0,27.0,34.0,16.0,25.0,338.0
e67e15cc6578d1c3,98ec9f385cca47fc,Besam Yousef,0,0,0,43.0,79.0,142.0,185.0,2.0,3.0,22.0,55.0,18.0,19.0,3.0,5.0,8.0,19.0,35.0,59.0,0.0,1.0,266.0
11249454ed5fd71f,1fb80f46d3c105d9,Fabio Maldonado,0,0,0,100.0,151.0,156.0,211.0,1.0,2.0,44.0,83.0,56.0,68.0,0.0,0.0,26.0,62.0,66.0,80.0,8.0,9.0,199.0
11249454ed5fd71f,27d65e9d0fba61ea,Roger Hollett,0,0,0,29.0,44.0,32.0,47.0,2.0,7.0,14.0,27.0,10.0,12.0,5.0,5.0,12.0,25.0,16.0,18.0,1.0,1.0,268.0
42e7cc48c31d8f29,64a50dad704d1d49,Edson Barboza,0,0,0,46.0,151.0,48.0,153.0,2.0,2.0,26.0,117.0,10.0,15.0,10.0,19.0,44.0,147.0,2.0,4.0,0.0,0.0,46.0
42e7cc48c31d8f29,6bf5a7d3e081ade2,Anthony Njokuani,0,0,0,72.0,188.0,78.0,194.0,1.0,1.0,34.0,124.0,16.0,35.0,22.0,29.0,66.0,175.0,2.0,5.0,4.0,8.0,27.0
c805552171b20b68,8abf70f79e9e27c2,Tor Troeng,0,0,0,26.0,45.0,42.0,63.0,1.0,5.0,13.0,31.0,11.0,12.0,2.0,2.0,14.0,32.0,12.0,13.0,0.0,0.0,266.0
c805552171b20b68,f797f0c57a83353e,Trevor Smith,0,2,2,42.0,59.0,89.0,110.0,2.0,5.0,17.0,30.0,13.0,17.0,12.0,12.0,15.0,28.0,11.0,14.0,16.0,17.0,433.0
a3d75cc363a6544b,9014c02eff8b3d62,Carlos Ulberg,1,1,0,81.0,154.0,91.0,165.0,1.0,2.0,50.0,119.0,20.0,23.0,11.0,12.0,59.0,126.0,8.0,9.0,14.0,19.0,101.0
