fighter,fighter_id,event_date,weight_class,win_rate,total_fights,current_streak,sig_str_per_min,td_att_per_min,td_success_per_min,ctrl_sec_per_min,kd_per_min,distance_str_per_min,clinch_str_per_min,ground_str_per_min,sub_att_per_min,distance_strike_ratio,clinch_strike_ratio,ground_strike_ratio,head_target_ratio,body_target_ratio,leg_target_ratio
Alan Patrick,cd7763bcadb5d4c8,2022-05-14,Lightweight,0.6,10,-1,3.286511086902423,0.974080285493241,0.22670608477476328,23.404522482571263,0.02,2.420991469721012,0.4380860967776856,0.42743352040372457,0.01626123744050767,0.6613097985605726,0.11231990068754774,0.22637030075187967,0.6195137811105303,0.25366716255880345,0.12681905633066623
Albert Cheng,d8d7b24d276c8cb0,2014-03-01,Welterweight,0.0,1,-1,1.0,0.2,0.0,1.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.2,0.0
Albert Duraev,6b7c7460855dbbb9,2023-07-15,Middleweight,0.5,4,-1,7.498198198198199,1.1054054054054054,0.2950450450450451,36.2,0.0,5.546846846846846,0.05,1.9013513513513514,0.04504504504504505,0.8082550860719875,0.025,0.16674491392801252,0.5269688020596698,0.1636894845777172,0.30934171336261296
Albert Morales,544d7460b3e44393,2018-02-24,Bantamweight,0.16666666666666666,6,-3,8.736791546589817,0.26666666666666666,0.10000000000000002,24.400000000000002,0.0,7.8314121037463975,0.3666666666666667,0.5387127761767531,0.0,0.8629262929312896,0.025941446036382747,0.11113226103232765,0.6509528514025517,0.0898300536042042,0.2592170949932442
Albert Tumenov,ff6a1f63c254127e,2016-10-08,Welterweight,0.625,8,-2,6.920341614906832,0.12329192546583853,0.02329192546583851,3.8461180124223606,0.125,6.054503105590062,0.489751552795031,0.3760869565217391,0.0,0.8032160934335464,0.07959640656645361,0.1171875,0.820925577507299,0.14538885984639258,0.033685562646308426
Alberta Cerra Leon,6e02c318762f52f1,1994-03-11,Open Weight,0.0,1,-1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Alberto Crane,25433871e4eee0f4,2008-01-23,Lightweight,0.0,2,-2,0.709278350515464,0.9412371134020618,0.0,21.81958762886598,0.1,0.709278350515464,0.0,0.0,0.43195876288659796,1.0,0.0,0.0,0.375,0.375,0.25
Alberto Mina,4b1d46a1b5c0fd11,2018-05-12,Welterweight,0.75,4,-1,6.5344155844155845,1.1935064935064934,0.2487012987012987,12.493506493506494,0.15000000000000002,4.785714285714286,0.6987012987012987,1.05,0.0,0.7032049232736572,0.07912404092071611,0.2176710358056266,0.6789215686274509,0.12565270673486786,0.19542572463768115
Alberto Uda,8f2deefe8c5dfb5d,2016-08-20,Middleweight,0.0,2,-2,1.9,0.4,0.2,29.6,0.0,0.4,1.1,0.4,0.0,0.225,0.36666666666666664,0.4083333333333333,0.775,0.225,0.0
Alejandro Perez,80daefbed11ce998,2022-02-26,Featherweight,0.7,10,-1,8.04,0.38,0.08,9.74,0.02,6.28,0.52,1.2399999999999998,0.04,0.8002854393074358,0.06362772401748443,0.13608683667507962,0.5577155404451017,0.13408702722109106,0.3081974323338073
Aleksa Camur,c2a670b22d2e196f,2023-08-05,Light Heavyweight,0.25,4,-3,12.858363799406773,0.39624749948265153,0.08759398496240602,15.053804235359038,0.0,9.948437607780921,2.8599261916258536,0.05,0.0,0.7109068627450981,0.28596813725490194,0.003125,0.5343137254901961,0.35563725490196074,0.11004901960784313
Aleksandra Albu,e76d9f656ceb82ab,2019-10-26,Women's Strawweight,0.5,4,-2,9.078318584070797,0.5539823008849557,0.27123893805309734,18.13716814159292,0.0,5.3296460176991145,2.9849557522123895,0.7637168141592919,0.05,0.6966809613151076,0.24989502367551147,0.05342401500938086,0.7968462431877066,0.16555436433485216,0.037599392477441256
Aleksei Kunchenko,e2ccd9a9ace60de7,2020-03-14,Welterweight,0.5,4,-2,10.336602870813397,0.13588516746411483,0.05,6.054784688995215,0.0,8.134210526315789,1.744736842105263,0.4576555023923445,0.0,0.7904142912891513,0.16840896365672403,0.04117674505412467,0.5681719207755043,0.15208319194181458,0.27974488728268126
Aleksei Oleinik,98c23cb6da5b3352,2022-10-01,Heavyweight,0.4,10,-1,4.624440961568178,0.2204494382022472,0.10044943820224721,21.563575638506876,0.0,3.4522037041124927,1.051787819253438,0.12044943820224718,0.1404494382022472,0.7998817138410397,0.10217639753910561,0.09794188861985471,0.4829008217442271,0.34176994053832743,0.17532923771744544
Alen Amedovski,70fa1c64a2c439ef,2022-09-17,Middleweight,0.0,4,-4,0.8559792027729636,0.0,0.0,0.3379549393414211,0.0,0.7779896013864818,0.0,0.0779896013864818,0.0,0.875,0.0,0.125,0.8409090909090909,0.045454545454545456,0.11363636363636363
Alessio Di Chirico,77d7295d1b22c694,2022-09-03,Middleweight,0.4,10,-2,6.2,0.4999999999999999,0.18,13.6,0.06000000000000001,5.0600000000000005,0.86,0.27999999999999997,0.0,0.8275262827394156,0.1287588345862031,0.04371488267438123,0.6398702055552368,0.23926624053699616,0.12086355390776708
