fighter,fighter_id,event_date,weight_class,win_rate,total_fights,current_streak,sig_str_per_min,td_att_per_min,td_success_per_min,ctrl_sec_per_min,kd_per_min,distance_str_per_min,clinch_str_per_min,ground_str_per_min,sub_att_per_min,distance_strike_ratio,clinch_strike_ratio,ground_strike_ratio,head_target_ratio,body_target_ratio,leg_target_ratio,win
Cat Zingano,3ecd936bd8814108,2016-07-08,Women's Bantamweight,0.6666666666666666,3,-1,3.91276722211974,0.20086494906638794,0.20086494906638794,40.199999999999996,0.0,0.9596425423763554,0.7915718707085614,2.1615528090348235,0.20086494906638794,0.16071428571428573,0.13452380952380952,0.37142857142857144,0.4773809523809524,0.13452380952380952,0.05476190476190476,False
Julianna Pena,3253b16d38ae087d,2016-07-08,Women's Bantamweight,1.0,3,3,6.215641609719058,0.47334851936218686,0.33667425968109344,49.6,0.0,0.592255125284738,0.7644646924829157,4.858921791951405,0.1366742596810934,0.12745098039215685,0.13357742769507475,0.7389715919127684,0.8272068860304155,0.09833630421865718,0.0744568097509274,True
Andreas Michailidis,79325a3c1a5c3bf4,2021-11-05,Middleweight,0.5,2,1,9.6,0.2,0.1,12.8,0.0,8.899999999999999,0.4,0.3,0.0,0.952054794520548,0.0273972602739726,0.02054794520547945,0.4889815366289458,0.2823108993448481,0.22870756402620607,False
Robert Whittaker,e1147d3d2dabe1ce,2023-07-07,Middleweight,0.7894736842105263,19,1,12.915789473684212,0.42105263157894735,0.15789473684210525,16.178947368421053,0.10526315789473684,11.031578947368422,0.9578947368421052,0.9263157894736841,0.0,0.8381779802782257,0.0738373615178023,0.08798465820397201,0.7357635548011145,0.09924061889633187,0.16499582630255363,False
Dricus Du Plessis,0d7b51c9d2649a6e,2023-07-07,Middleweight,1.0,5,5,12.499099099099098,0.7362162162162162,0.3362162162162162,22.36,0.12000000000000002,8.809009009009008,1.5809009009009007,2.1091891891891894,0.1481081081081081,0.7390165465699352,0.09136900017101995,0.1696144532590448,0.5650638564395698,0.148695263193453,0.28624088036697715,True
Alistair Overeem,b4ad3a06ee4d660c,2017-12-01,Heavyweight,0.6666666666666666,12,2,6.247008986137977,0.16302083333333334,0.04635416666666667,21.600000000000005,0.1263378465506125,3.317688185041909,1.542402079303675,1.386918721792392,0.016666666666666666,0.513954154885571,0.24202680962432255,0.24401903549010653,0.4827241603705346,0.3675511687103307,0.14972467091913463,False
Francis Ngannou,8d03ce87ca14e778,2017-12-01,Heavyweight,1.0,5,5,3.1199999999999997,0.0,0.0,3.7600000000000002,0.08,2.2,0.36,0.5599999999999999,0.04,0.6752222222222223,0.05977777777777778,0.265,0.6547777777777778,0.11011111111111112,0.2351111111111111,True
Thomas Almeida,2b074403b7c6cdb4,2016-11-18,Bantamweight,0.8,5,-1,8.36,0.0,0.0,0.4,0.08,7.08,1.28,0.0,0.0,0.866505376344086,0.13349462365591397,0.0,0.7277956989247312,0.153494623655914,0.11870967741935486,True
Albert Morales,544d7460b3e44393,2016-11-18,Bantamweight,0.0,1,-1,15.8,0.2,0.0,2.4,0.0,15.0,0.6,0.2,0.0,0.9493670886075949,0.0379746835443038,0.012658227848101266,0.4430379746835443,0.08860759493670886,0.46835443037974683,False
Ricky Simon,5987b2458f4b5290,2020-05-12,Bantamweight,0.6,5,-2,6.935522388059702,1.8364179104477614,0.7307462686567165,35.64,0.08,5.284776119402985,0.8907462686567165,0.76,0.04,0.8053788264835123,0.12269990029910272,0.07192127321738488,0.6037493445589158,0.18252575606513793,0.21372489937594624,True
Ray Borg,a4de54ea806fb525,2020-05-12,Flyweight,0.6363636363636364,11,2,2.644004401495463,1.0969343220600114,0.5006638866151812,48.345454545454544,0.0,0.638015144723088,0.8465138052407762,1.1594754515315986,0.12997339911991956,0.2985806934723343,0.25977349104284087,0.4416458154848247,0.6808047130028554,0.24117533653137369,0.0780199504657709,False
Rogerio Nogueira,73e09f837f3b5ecc,2019-05-10,Light Heavyweight,0.5454545454545454,11,1,5.254545454545455,0.018181818181818184,0.018181818181818184,5.581818181818182,0.07272727272727274,3.6,0.7818181818181817,0.8727272727272729,0.03636363636363637,0.7213913703044138,0.08745517767256897,0.10024436111392633,0.7209176893959502,0.12480313567270089,0.06337008402225794,False
Ryan Spann,a67f5afa8d6a1b80,2019-05-10,Light Heavyweight,1.0,1,1,8.990228013029316,0.0,0.0,60.00000000000001,0.0,4.495114006514658,0.977198697068404,3.5179153094462543,0.19543973941368079,0.5,0.10869565217391304,0.391304347826087,0.8260869565217391,0.17391304347826086,0.0,True
Ron Stallings,6dd758d34da8d254,2015-04-03,Middleweight,0.0,1,-1,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.3,0.4,True
Justin Jones,9b75954db8db2a08,2015-04-03,Light Heavyweight,0.0,1,-1,5.6,0.2,0.0,0.0,0.0,4.0,1.6,0.0,0.2,0.7142857142857143,0.2857142857142857,0.0,0.42857142857142855,0.32142857142857145,0.25,False
Tae Hyun Bang,9a2d3567abc02e34,2015-05-15,Lightweight,0.5,2,1,6.0,0.2,0.0,10.299999999999999,0.2,4.9,0.2,0.9,0.0,0.8110859728506787,0.038461538461538464,0.15045248868778283,0.835972850678733,0.10633484162895929,0.057692307692307696,False
Jon Tuck,53ec9cb470e1a4ea,2015-05-15,Lightweight,0.5,4,-1,7.990158582089553,0.2453125,0.1171875,30.35,0.0,6.248157649253732,0.9670009328358209,0.775,0.1746268656716418,0.7517890619366933,0.13625441632417623,0.11195652173913043,0.5577709279688514,0.28280697959477974,0.15942209243636887,True
Elizeu Zaleski dos Santos,8adcbd525fab8d9b,2019-03-08,Welterweight,0.8571428571428571,7,6,10.285714285714286,0.5428571428571428,0.05714285714285715,14.942857142857141,0.05714285714285715,6.6,2.971428571428572,0.7142857142857143,0.08571428571428573,0.6429377098546034,0.23223850098060783,0.12482378916478873,0.6463069142262697,0.18628920179359,0.16740388398014033,True
Curtis Millender,f1928a52590c5532,2019-03-08,Welterweight,1.0,3,3,11.6,0.06666666666666667,0.06666666666666667,3.3333333333333335,0.13333333333333333,10.733333333333334,0.5333333333333333,0.3333333333333333,0.0,0.9161371633722125,0.04504238123398383,0.03882045539380365,0.6425863247648166,0.16732723513301542,0.19008644010216794,False
Frankie Saenz,9ba2226646046b63,2017-12-08,Bantamweight,0.5,6,-3,10.69214831724949,0.9230016256788075,0.2831932482446127,37.166666666666664,0.03333333333333333,6.1960499463871885,3.5406973124416314,0.9554010584206704,0.03333333333333333,0.5637208528066737,0.31298714759535656,0.12329199959796973,0.47761947836574703,0.20346970953314236,0.31891081210111066,True
Corey Anderson,5e4eec08896c9423,2018-04-20,Light Heavyweight,0.6,10,-2,8.28503402709345,0.9763901550131028,0.44785659523740967,39.660000000000004,0.0,5.148513662676133,1.1664893143486803,1.9700310500686382,0.0,0.5508579033579034,0.19827629577629577,0.2508658008658009,0.7515360165360165,0.13985940485940485,0.10860457860457862,True
Patrick Cummins,e51e5cb722bd47a8,2018-04-20,Light Heavyweight,0.6,10,2,6.65107670052606,1.1746309342596497,0.47079959625196927,35.22,0.0,3.2768137396910175,1.0532577995756756,2.3210051612593685,0.02,0.49066011413917215,0.1546360263010958,0.35470385955973194,0.7557612326088676,0.09287606608078178,0.15136270131035062,False
Brandon Royval,6e15f63b6c2e2c15,2023-04-14,Flyweight,0.6666666666666666,6,2,4.766666666666667,0.06666666666666667,0.06666666666666667,11.299999999999999,0.06666666666666667,3.966666666666667,0.2333333333333333,0.5666666666666668,0.23333333333333336,0.8554532069237952,0.04358211233211232,0.10096468074409252,0.5900519823313941,0.23632209293974002,0.17362592472886593,True
Matheus Nicolau,1a31ef98efce7a79,2023-04-14,Flyweight,0.875,8,4,8.919017632241815,0.5255667506297229,0.2316750629722922,24.4,0.18778337531486147,7.748425692695214,0.09389168765743075,1.0767002518891688,0.1316750629722922,0.8666543858752442,0.010735068072024593,0.12261054605273122,0.5059278511530186,0.3150703531016471,0.17900179574533423,False
Tagir Ulanbekov,f00ac08ab056af5d,2022-11-04,Flyweight,0.6666666666666666,3,-1,9.56390423572744,1.538121546961326,0.5771639042357274,54.800000000000004,0.0,7.554327808471455,1.5999999999999999,0.40957642725598525,0.09429097605893187,0.7149758454106281,0.09243156199677938,0.19259259259259262,0.8309178743961353,0.09581320450885668,0.07326892109500806,True
Nate Maness,6e9f40c706f91f32,2022-11-04,Bantamweight,0.75,4,-1,4.35,0.2,0.15000000000000002,6.7,0.1,2.9,0.95,0.5,0.05,0.7148093841642229,0.2055229716520039,0.07966764418377321,0.6463657310431504,0.33848275380533444,0.015151515151515152,False
Jonathan Pearce,87c0b1c696ddfb43,2024-10-11,Featherweight,0.625,8,-2,8.649679428320493,1.263530613331204,0.6216048544852091,47.35,0.0,4.443530613331204,1.6679139553142508,2.538234859675037,0.09467909563921381,0.595703412944125,0.19183573349595023,0.21246085355992478,0.6318708703577125,0.2087322249473952,0.15939690469489232,False
Pat Sabatini,b8bbdeff718dbb7d,2024-10-11,Featherweight,0.7142857142857143,7,-1,2.081397941541243,0.5752902444284279,0.2314275709600183,34.285714285714285,0.01433349259436216,0.7694781164313662,0.17426891131803482,1.1376509137918425,0.13288319545082874,0.6122158265015408,0.07479359265073551,0.31299058084772374,0.7735515146229431,0.16053258910401766,0.06591589627303913,True
MarQuel Mederos,e2be0c1a9b886d92,2025-06-06,Lightweight,1.0,2,2,10.4,0.6,0.0,34.6,0.0,8.7,0.9,0.8,0.0,0.821969696969697,0.08712121212121213,0.09090909090909091,0.471969696969697,0.22954545454545455,0.29848484848484846,True
Niko Price,d8da10db80131bec,2019-10-11,Welterweight,0.5555555555555556,9,-1,3.5555555555555554,0.3555555555555555,0.08888888888888889,11.399999999999999,0.08888888888888889,2.377777777777778,0.5111111111111111,0.6666666666666666,0.1111111111111111,0.6644263285024155,0.1207890499194847,0.21478462157809985,0.6149617552334943,0.19866143317230275,0.18637681159420288,True
James Vick,6256b2b1562cb8e1,2019-10-11,Lightweight,0.6923076923076923,13,-3,7.1230769230769235,0.09230769230769233,0.03076923076923077,6.707692307692307,0.06153846153846154,6.415384615384616,0.47692307692307695,0.23076923076923078,0.07692307692307693,0.7965365706831473,0.0885356120360942,0.03800474035768153,0.5065529901090745,0.241477551505763,0.1750463814620855,False
Alonzo Menifield,a495f599e787614f,2019-06-28,Light Heavyweight,1.0,1,1,6.6,0.0,0.0,5.8,0.2,4.8,0.0,1.8,0.0,0.7272727272727273,0.0,0.2727272727272727,0.9696969696969697,0.0,0.030303030303030304,True
Paul Craig,eabf206b162b3b83,2019-06-28,Light Heavyweight,0.5,6,1,3.8333333333333335,1.2,0.23333333333333336,19.86666666666667,0.0,2.533333333333333,1.0333333333333334,0.26666666666666666,0.20000000000000004,0.6597132616487454,0.27173835125448026,0.06854838709677419,0.3062256658935976,0.4237247874060019,0.27004954670040054,False
Baisangur Susurkaev,d1feea7a4bdcd503,2025-11-14,Middleweight,1.0,1,1,7.2,1.4,0.4,39.8,0.0,4.4,0.4,2.4,0.2,0.6111111111111112,0.05555555555555555,0.3333333333333333,0.6388888888888888,0.19444444444444445,0.16666666666666666,True
Eric McConico,9508cc6184cb2450,2025-11-14,Light Heavyweight,0.5,2,1,3.1,0.0,0.0,19.2,0.0,2.1,1.0,0.0,0.0,0.8076923076923077,0.19230769230769232,0.0,0.4461538461538461,0.23461538461538461,0.3192307692307692,False
Fares Ziam,1e4f273069fb9e85,2022-09-02,Lightweight,0.5,4,-1,4.85,0.45,0.05,11.149999999999999,0.0,4.05,0.5,0.3,0.0,0.8733496999454446,0.0947354064375341,0.031914893617021274,0.4846972176759411,0.09755864702673213,0.4177441352973268,True
Charles Jourdain,f1d64ae34e088832,2020-10-02,Featherweight,0.3333333333333333,3,-1,12.066666666666668,0.0,0.0,2.3333333333333335,0.20000000000000004,11.133333333333335,0.3333333333333333,0.6,0.0,0.9260630498533725,0.026893939393939397,0.047043010752688165,0.40436827956989246,0.2852853128054741,0.3103464076246334,True
Josh Culibao,6751eacd16bd59bc,2020-10-02,Lightweight,0.0,1,-1,2.4,0.6,0.0,1.8,0.0,1.8,0.6,0.0,0.0,0.75,0.25,0.0,0.5833333333333334,0.3333333333333333,0.08333333333333333,False
Rongzhu,a13d755965a4ec9f,2025-02-07,Lightweight,0.25,4,-2,9.225132275132275,0.6116402116402118,0.35873015873015873,24.800000000000004,0.026455026455026457,7.587566137566137,0.37645502645502643,1.2611111111111113,0.0,0.8220663265306122,0.03872755497547856,0.1392061184939092,0.7542269814902706,0.14326006565416866,0.10251295285556083,True
Raquel Pennington,fc169c387b4b465d,2020-06-19,Women's Bantamweight,0.5833333333333334,12,-1,9.195625305719624,0.7450266768300033,0.20999624187625587,35.0,0.0,5.3496250515517945,3.018927304492856,0.8270729496749727,0.136581812811321,0.5117505196246585,0.40528148701244554,0.08296799336289605,0.5684281156261554,0.2925441544640734,0.13902772990977133,True
Marion Reneau,c7d297714d9ab1a4,2020-06-19,Women's Bantamweight,0.5,10,-2,8.899999999999999,0.06000000000000001,0.06000000000000001,16.779999999999998,0.0,5.94,1.4,1.56,0.18,0.668249313804572,0.17662544618385484,0.15512524001157318,0.7059397439619829,0.19247461409841632,0.10158564193960085,False
Jose Aldo,d0f3959b4a9747e6,2019-05-10,Featherweight,0.7692307692307693,13,2,10.048854001872389,0.21235241014687775,0.14825910273227066,21.107692307692307,0.05448486531519023,8.850668549473209,0.4400917410563713,0.7580937113428088,0.038011949163817484,0.8410393180714757,0.057031528766148434,0.10192915316237573,0.7440658043019902,0.12793183710481132,0.12800235859319822,False
Alexander Volkanovski,e1248941344b3288,2019-05-10,Featherweight,1.0,6,6,12.429976591008648,1.0627247986648352,0.43435849254817077,45.866666666666674,0.13144654088050314,6.629154600431709,1.8174086781749315,3.983413312402009,0.09999999999999999,0.4789362164502255,0.13564410799047308,0.3854196755593014,0.7181807095377909,0.12289741138324502,0.15892187907896413,True
Gilbert Burns,23024fdfc966410a,2025-05-16,Welterweight,0.6521739130434783,23,-3,7.40932144293651,0.8635364679851161,0.32163481003175354,31.382608695652177,0.03298826777087647,5.61305619640347,0.7934885357685555,1.0027767107644863,0.07432922140464793,0.7137595877850164,0.1082572252699532,0.17798318694503035,0.5855886835330159,0.21634224568141955,0.19806907078556443,False
Michael Morales,c32aeb1a59e6272d,2025-05-16,Welterweight,1.0,5,5,11.959999999999999,0.16,0.04,7.4799999999999995,0.16,9.12,0.8,2.04,0.0,0.6494190509073572,0.049550583285523045,0.3010303658071199,0.8027386642021653,0.05932778733983553,0.1379335484579992,True
Markus Perez,2ac4628c08ec5125,2019-02-01,Middleweight,0.3333333333333333,3,-1,5.866666666666667,0.4666666666666666,0.20000000000000004,16.866666666666667,0.0,3.733333333333333,1.6666666666666667,0.4666666666666666,0.20000000000000004,0.4197530864197531,0.2858024691358025,0.29444444444444445,0.5191358024691358,0.41790123456790124,0.06296296296296296,True
Tim Elliott,c96d9178c9ed9e62,2021-10-08,Flyweight,0.4,15,2,6.833085164586099,1.097985108186837,0.4941627505636041,32.879999999999995,0.009367681498829042,4.302004569456956,1.2998061067751838,1.2312744883539566,0.1509962904885265,0.6073549096251036,0.1795673771753631,0.21307771319953303,0.5500667606672768,0.1968051627837643,0.2531280765489588,False
Matheus Nicolau,1a31ef98efce7a79,2021-10-08,Flyweight,0.8,5,1,8.9904282115869,0.6809068010075567,0.2906801007556675,30.119999999999997,0.18045340050377834,7.7974811083123425,0.11022670025188916,1.08272040302267,0.2106801007556675,0.8908136840670574,0.011620553359683794,0.09756576257325883,0.4615678951781631,0.31418200940707985,0.22425009541475696,True
Allan Nascimento,253076a23d03dcd0,2022-05-13,Flyweight,0.0,1,-1,5.0,0.2,0.0,3.2,0.0,2.8,0.2,2.0,0.4,0.56,0.04,0.4,0.52,0.08,0.4,True
Ketlen Vieira,b9706f80d005036c,2025-05-30,Women's Bantamweight,0.6666666666666666,12,-1,8.350338566866684,0.49323464538154327,0.19171844506056204,34.46666666666667,0.0,6.583479005542885,1.4537826227994604,0.31307693852434054,0.08134971302954996,0.6940579246736682,0.21590952080411321,0.09003255452221848,0.7596228764168886,0.13827602126272856,0.10210110232038283,True
Macy Chiasson,9cdd2da1a9104a0b,2025-05-30,Women's Bantamweight,0.7272727272727273,11,2,6.427992875850149,0.6451698158605672,0.2494389758938797,39.909090909090914,0.03466080747047515,3.172957512433003,1.7380795113682743,1.5169558520488715,0.05113979675913211,0.5421642248540334,0.27660117299481185,0.1812346021511548,0.5665653350297674,0.34596277411598886,0.0874718908542438,False
Thiago Alves,31ee470ef5dc8d7f,2018-02-17,Welterweight,0.6363636363636364,22,1,7.80525459195536,0.1572890025575448,0.10274354801209022,14.554545454545455,0.11818181818181818,5.846082306440363,0.950941641478726,1.0082306440362705,0.05454545454545454,0.6632886728703702,0.13502117173780562,0.2016901553918241,0.5556462548367782,0.1434565387299895,0.30089720643323237,False
Alan Jouban,cf65d56b0755ed3b,2017-08-04,Welterweight,0.6666666666666666,9,-1,8.622222222222222,0.13333333333333333,0.06666666666666668,9.399999999999999,0.15555555555555556,6.755555555555556,1.1333333333333335,0.7333333333333333,0.0,0.7587272622255639,0.17370109733306688,0.06757164044136922,0.5670837901871358,0.22498535241033796,0.20793085740252618,False
Niko Price,d8da10db80131bec,2017-08-04,Welterweight,0.5,2,-1,2.9,0.5,0.1,17.2,0.1,2.3,0.4,0.2,0.2,0.7463768115942029,0.14855072463768115,0.10507246376811594,0.5108695652173914,0.213768115942029,0.2753623188405797,True
Gabriel Benitez,436f970c9ea9169c,2024-04-26,Lightweight,0.5,14,-1,8.714285714285715,0.05714285714285715,0.028571428571428574,4.785714285714286,0.05714285714285715,7.685714285714285,0.2571428571428572,0.7714285714285715,0.11428571428571428,0.834598503220626,0.0325018533534148,0.13289964342595922,0.5405053586762094,0.2346433440169138,0.2248512973068768,False
Maheshate,8c1ca54b5089d199,2024-04-26,Lightweight,0.3333333333333333,3,-2,4.266666666666667,0.13333333333333333,0.0,0.06666666666666667,0.13333333333333333,3.9333333333333336,0.26666666666666666,0.06666666666666667,0.0,0.9420833333333333,0.044583333333333336,0.013333333333333334,0.7698809523809524,0.16470238095238096,0.06541666666666666,True
Darren Elkins,92a9aa9c93192871,2022-04-29,Featherweight,0.64,25,-1,6.585026072749409,0.9555867523487752,0.2778461777757509,32.312,0.016,3.996917374136122,1.329083036029013,1.2590256625842746,0.12318852096238082,0.49700786885069237,0.16532750009276684,0.2576646310565408,0.6688874862075076,0.20245877106848456,0.04865374272400773,True
Tristan Connelly,2ebfbe72ed703925,2022-04-29,Featherweight,0.5,2,-1,7.481395348837209,0.6232558139534884,0.1,38.0,0.0,3.405813953488372,1.6209302325581394,2.454651162790698,0.0872093023255814,0.548108552631579,0.21463815789473684,0.2372532894736842,0.661595394736842,0.21258223684210525,0.12582236842105263,False
Jan Blachowicz,99df7d0a2a08a8a8,2025-12-05,Light Heavyweight,0.6190476190476191,21,-2,8.228268131531033,0.31621335976965714,0.1473844571504018,17.676190476190477,0.05714285714285715,6.568646742347354,0.861049318518876,0.7985720706648041,0.05073746312684366,0.7704168316239837,0.09153961645905198,0.1380435519169642,0.6079335763248038,0.20510722975155377,0.18695919392364233,True
Bogdan Guskov,ef5dcb10d2bd4b0f,2025-12-05,Light Heavyweight,0.8,5,4,4.760000000000001,0.0,0.0,5.0,0.12000000000000002,2.6,0.44000000000000006,1.72,0.08,0.6861806570976694,0.04680851063829787,0.26701083226403266,0.9084188773835458,0.0549722479185939,0.03660887469786041,False
Loma Lookboonmee,4e30e4250cb08b61,2022-09-16,Women's Strawweight,0.6,5,-1,13.24,0.72,0.28,18.560000000000002,0.0,6.720000000000001,6.159999999999999,0.36,0.0,0.5716508753301206,0.385015791336546,0.043333333333333335,0.3821208717906831,0.43271849219962427,0.1851606360096926,True
Derrick Lewis,d3df1add9d9a7efb,2016-12-08,Heavyweight,0.7777777777777778,9,4,4.377777777777777,0.2,0.06666666666666668,16.0,0.022222222222222223,0.7333333333333333,1.1777777777777778,2.466666666666667,0.0,0.2807258100563642,0.28068116498316004,0.4385930249604758,0.8612712531935076,0.13362930774478918,0.005099439061703213,True
Shamil Abdurakhimov,2f5cbecbbe18bac4,2016-12-08,Heavyweight,0.6666666666666666,3,2,7.866666666666667,0.7333333333333334,0.06666666666666667,5.2,0.0,5.133333333333333,2.533333333333333,0.20000000000000004,0.0,0.765843056508808,0.21631205673758866,0.017844886753603295,0.5975622156130048,0.07481125600549073,0.32762652838150436,False
Alan Patrick,cd7763bcadb5d4c8,2016-09-23,Lightweight,0.75,4,1,4.154032258064516,1.1411290322580645,0.25080645161290327,23.8,0.05,2.8911290322580645,0.65,0.6129032258064516,0.020161290322580645,0.6155882352941178,0.12628676470588235,0.258125,0.6504044117647059,0.19014705882352942,0.1594485294117647,True
Stevie Ray,31a13532e724ca2b,2016-09-23,Lightweight,1.0,3,3,6.533333333333334,0.06666666666666667,0.06666666666666667,16.2,0.06666666666666667,4.3999999999999995,0.20000000000000004,1.9333333333333333,0.13333333333333333,0.6363657800415016,0.03524099226561026,0.32839322769288815,0.7515798905866817,0.07690765893227693,0.17151245048104133,False
Elizeu Zaleski dos Santos,8adcbd525fab8d9b,2021-10-29,Welterweight,0.7272727272727273,11,-1,9.600000000000001,0.5272727272727272,0.09090909090909091,15.98181818181818,0.03636363636363637,6.836363636363637,2.072727272727273,0.690909090909091,0.07272727272727274,0.6917367077359703,0.1646325984324015,0.14363069383162827,0.5927242544207357,0.21425226536566608,0.19302348021359822,True
Alexander Hernandez,262a7d06203657e6,2023-10-06,Lightweight,0.5454545454545454,11,1,7.911748576249736,0.4538283062645012,0.14153132250580044,12.490909090909092,0.05454545454545456,6.490191942628138,0.9605990297405609,0.4609576038810378,0.018181818181818184,0.7918368018846141,0.13507720591174663,0.07308599220363926,0.5484016754307974,0.320198697381398,0.13139962718780454,False
Bill Algeo,9abc648e76c4493a,2023-10-06,Featherweight,0.5714285714285714,7,1,13.267889791109228,0.3402000104474407,0.16877143901886923,31.0,0.028571428571428574,9.875102007649847,1.6779402290311158,1.7148475544282635,0.028571428571428574,0.6690598727252445,0.12606310050107156,0.20487702677368394,0.625992242413813,0.21724071710274062,0.1567670404834462,True
Ramona Pascual,3eb4dc9a7d4ac906,2022-11-04,Women's Featherweight,0.0,2,-2,11.5,2.1,0.4,28.3,0.0,8.7,2.5,0.3,0.0,0.7626678876678876,0.20848595848595847,0.028846153846153848,0.4229242979242979,0.351037851037851,0.226037851037851,False
Raul Rosas Jr.,fe2babf95de24fb1,2025-03-28,Bantamweight,0.8,5,3,2.111647437685422,1.1865283870476964,0.4171818343180262,41.56,0.04,1.225582067601491,0.04,0.8460653700839315,0.1543839541547278,0.7317073170731707,0.01111111111111111,0.25718157181571816,0.7579945799457993,0.04525745257452575,0.19674796747967477,True
Vince Morales,37098a6e6c27fb66,2025-03-28,Bantamweight,0.3,10,-4,9.54,0.27999999999999997,0.1,9.24,0.04,8.6,0.6799999999999999,0.25999999999999995,0.06,0.8974065921831835,0.07138775363322117,0.031205654183595354,0.6400765364507363,0.2788495933729148,0.08107387017634891,False
Felipe Arantes,71002dbc1743b9a7,2018-06-22,Featherweight,0.5454545454545454,11,-2,6.028690438388404,0.3021050862020659,0.1594448699030577,27.072727272727267,0.018181818181818184,4.175971757849712,0.43519061583577723,1.4175280647029156,0.12587556269495864,0.6299878462885488,0.0783958301257088,0.2916163235857425,0.6030374311363751,0.19118209464310743,0.20578047422051746,False
Song Yadong,efb96bf3e9ada36f,2018-06-22,Featherweight,1.0,1,1,1.6,0.0,0.0,1.6,0.2,1.4,0.0,0.2,0.2,0.875,0.0,0.125,0.75,0.125,0.125,True
Nicolas Dalby,9d19d9e4aa2662e8,2016-04-09,Welterweight,1.0,2,2,12.5,1.4,0.8,47.8,0.0,5.6,4.6,2.3000000000000003,0.0,0.5018873403019745,0.3487224157955865,0.14939024390243902,0.575493612078978,0.1880081300813008,0.23649825783972125,False
Zak Cummings,4ba8d454f762005d,2016-04-09,Middleweight,0.75,4,1,2.918702290076336,0.3145038167938931,0.21450381679389313,26.9,0.05,1.0580152671755725,1.3145038167938932,0.5461832061068702,0.0881679389312977,0.35396825396825393,0.4799603174603174,0.1660714285714286,0.6628968253968254,0.1140873015873016,0.22301587301587303,True
Anthony Smith,d4c9dcd330403612,2024-05-03,Light Heavyweight,0.5714285714285714,21,-1,7.114285714285715,0.2857142857142857,0.0761904761904762,9.199999999999998,0.06666666666666667,6.171428571428573,0.5904761904761904,0.3523809523809524,0.06666666666666667,0.7770920128814641,0.1013344062925698,0.12157358082596599,0.652292020605591,0.16841302745635048,0.17929495193805858,True
Vitor Petrino,71171fc96445bf65,2024-05-03,Light Heavyweight,1.0,4,4,4.490040911838088,0.8668221810119252,0.5859971657876476,51.95,0.05,3.327054387834812,0.10933068852763873,1.0536558354756376,0.09801794541988873,0.7660822973322974,0.018502331002331,0.21541537166537167,0.690543253043253,0.21477596477596478,0.09468078218078217,False
Joe Lauzon,3bad7ef643840f67,2015-01-30,Lightweight,0.6470588235294118,17,2,3.3837711512999955,0.6128555528073213,0.2599143763367331,21.988235294117647,0.023529411764705882,1.6782401681919368,0.4877060569466471,1.2178249261614116,0.29765680697210867,0.41983450683408735,0.1262866640479985,0.39505529970614944,0.8292759728425584,0.09931602339649684,0.012584474349180232,False
Al Iaquinta,59279a7c978f7da0,2015-01-30,Lightweight,0.7142857142857143,7,2,10.257142857142858,0.4285714285714287,0.2,17.514285714285712,0.1142857142857143,8.971428571428572,0.6571428571428571,0.6285714285714287,0.08571428571428573,0.8406466698696493,0.048514728472033974,0.11083860165831662,0.7571084211777587,0.16278580379333585,0.08010577502890558,True
Stevie Ray,31a13532e724ca2b,2019-05-31,Lightweight,0.6666666666666666,9,1,8.044444444444444,0.2,0.1111111111111111,17.022222222222222,0.022222222222222223,5.977777777777778,0.6888888888888888,1.3777777777777775,0.1111111111111111,0.6099131573419803,0.11263908310425719,0.27744775955376255,0.6487886424418454,0.1296160329055845,0.22159532465257006,False
Leonardo Santos,9c65736747ca92ec,2019-05-31,Lightweight,1.0,6,6,4.7008032128514055,0.6297188755020081,0.14819277108433734,16.733333333333334,0.03333333333333333,3.581927710843374,0.19076305220883535,0.9281124497991967,0.06666666666666667,0.7950635817483643,0.039848034413251805,0.16508838383838384,0.5805712504082069,0.189556870263392,0.22987187932840106,True
Macy Chiasson,9cdd2da1a9104a0b,2019-05-03,Women's Bantamweight,1.0,2,2,4.675226586102719,0.5438066465256798,0.0,32.8,0.1906344410876133,2.8876132930513596,1.206344410876133,0.5812688821752265,0.18126888217522658,0.61,0.2683333333333333,0.12166666666666667,0.5291666666666667,0.43,0.04083333333333333,True
Sarah Moras,539ed332b3078821,2019-05-03,Women's Bantamweight,0.4,5,-2,4.64,0.72,0.16,23.2,0.0,2.44,0.52,1.6800000000000002,0.16,0.46968782736224596,0.1168363712549759,0.4134758013827781,0.819194077798729,0.05594804106432013,0.12485788113695089,False
Roman Dolidze,327d5f279895110d,2024-10-04,Light Heavyweight,0.7,10,1,6.6412943387104635,0.34167473018042255,0.13327747126071263,29.060000000000002,0.08,4.993021010953501,0.446988924087238,1.2012844036697248,0.1612844036697248,0.6630538231106626,0.14274876546862877,0.19419741142070862,0.6544376896051232,0.12668340322291508,0.21887890717196196,True
Kevin Holland,3a46b268013afede,2024-10-04,Middleweight,0.6363636363636364,22,1,8.854545454545455,0.30000000000000004,0.12727272727272726,17.90909090909091,0.045454545454545456,6.854545454545454,0.9545454545454546,1.0454545454545452,0.0909090909090909,0.6323685857248535,0.12095399678898294,0.20122287203161815,0.5881002484757775,0.15780702543806802,0.20863818063160897,False
