fighter,fighter_id,event_date,weight_class,win_rate,total_fights,current_streak,sig_str_per_min,td_att_per_min,td_success_per_min,ctrl_sec_per_min,kd_per_min,distance_str_per_min,clinch_str_per_min,ground_str_per_min,sub_att_per_min,distance_strike_ratio,clinch_strike_ratio,ground_strike_ratio,head_target_ratio,body_target_ratio,leg_target_ratio
Rafael Alves,029afd138865d20a,2026-02-07,Lightweight,0.25,4,-2,3.2665097174914846,0.1826086956521739,0.05,9.368974153476257,0.03260869565217391,2.901292326187137,0.11521739130434783,0.25,0.12869164496092966,0.9427927927927928,0.023423423423423424,0.033783783783783786,0.5371621621621622,0.22905405405405405,0.23378378378378378
Abubakar Nurmagomedov,029e1293e609fd74,2026-02-07,Welterweight,0.5,4,-1,5.620072788353863,0.745464725643897,0.17147256438969766,48.4,0.0,5.05439529675252,0.5340985442329228,0.031578947368421054,0.0,0.9066091954022989,0.08714080459770115,0.00625,0.6683189655172415,0.12047413793103448,0.21120689655172414
Dustin Poirier,029eaff01e6bb8f0,2026-02-07,Lightweight,0.6875,32,-2,10.538010885661272,0.43689611578706333,0.1497613700076166,21.60218601198366,0.08881338960017165,8.216969290237191,1.4806266548167053,0.8404149406073759,0.14362610826901293,0.7325917220278972,0.15829023528714264,0.10911804268496011,0.7657996133554981,0.08431246946683064,0.14988791717767136
Rayanne dos Santos,02bb48869eb7ac8f,2026-02-07,Women's Strawweight,0.0,3,-3,14.600000000000001,0.6666666666666666,0.06666666666666667,6.2,0.0,13.266666666666666,1.2666666666666668,0.06666666666666667,0.0,0.8971627787417261,0.09698926804189963,0.005847953216374269,0.7125988047040678,0.20504787610050768,0.08235331919542445
Rudyard Moncayo,02d276b7d62b3472,2026-02-07,Open Weight,0.0,1,-1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Jordan,02e52b3a595f0786,2026-02-07,Heavyweight,0.0,2,-2,3.6,0.1,0.0,8.7,0.0,2.4,1.2000000000000002,0.0,0.0,0.6666666666666666,0.33333333333333337,0.0,0.5833333333333334,0.36111111111111116,0.05555555555555555
Artem Lobov,02f2a9702ba3d167,2026-02-07,Featherweight,0.2857142857142857,7,-3,11.552722613709161,0.34285714285714286,0.08571428571428573,17.642921204356178,0.0,10.90493273542601,0.48571428571428577,0.1620755925688661,0.0,0.8832476373940207,0.03719370987659489,0.07955865272938445,0.4935904204660963,0.16330589312071386,0.34310368641318983
Uran Satybaldiev,02f484417a6fa69d,2026-02-07,Light Heavyweight,0.5,2,1,3.729411764705883,0.19607843137254904,0.0,8.96078431372549,0.1,3.337254901960785,0.3921568627450981,0.0,0.2,0.9444444444444444,0.05555555555555555,0.0,0.5138888888888888,0.08333333333333333,0.4027777777777778
Emily Ducote,02f8fedc18cbd26c,2026-02-07,Women's Strawweight,0.4,5,-1,22.359999999999996,0.28,0.04,2.4,0.0,21.6,0.64,0.12,0.0,0.9580136594828194,0.037790536321376536,0.004195804195804196,0.5737319767006508,0.2099254160388206,0.21634260726052856
Kerry Schall,030f08370fd1c2bb,2026-02-07,Heavyweight,0.0,1,-1,1.6,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,1.0,0.0,0.0,0.875,0.0,0.125
Khabib Nurmagomedov,032cc3922d871c7f,2026-02-07,Lightweight,1.0,13,13,6.791574840243471,1.1978908151796859,0.5285630822953846,51.276923076923076,0.028240839940004283,2.8468152106212097,0.31455642323738725,3.6302032063848744,0.08275748664472109,0.4367976301217063,0.06361559666614286,0.4995867732121508,0.8095237292106828,0.11884495451426964,0.07163131627504737
Pete Sell,0359313549d230a1,2026-02-07,Welterweight,0.2857142857142857,7,-1,4.746917263879981,0.5197568389057751,0.10851063829787234,14.72862441091994,0.028571428571428574,3.957215359303979,0.6282674772036474,0.1614344273723544,0.07758010094531663,0.6719421694657545,0.0964765187642546,0.08872416891284815,0.5206480233602875,0.254850888105605,0.08164394567696455
Bas Rutten,03688dc3c3af3ac1,2026-02-07,Heavyweight,1.0,2,2,4.9,0.0,0.0,0.0,0.1,2.2,1.0,1.7000000000000002,0.1,0.4014336917562724,0.17293906810035842,0.42562724014336917,0.6164874551971327,0.2150537634408602,0.16845878136200715
Nick Fiore,036e96c1c12b8a59,2026-02-07,Lightweight,0.0,2,-2,7.111834319526627,0.9775147928994083,0.45917159763313614,30.711834319526627,0.0,5.056804733727811,1.3958579881656805,0.659171597633136,0.0,0.7450980392156863,0.18137254901960786,0.07352941176470588,0.8480392156862746,0.11274509803921567,0.0392156862745098
John Cholish,03c9994c5b8958ec,2026-02-07,Lightweight,0.3333333333333333,3,-2,6.2,0.8666666666666667,0.13333333333333333,15.33333333333333,0.0,4.733333333333333,0.3333333333333333,1.1333333333333333,0.0,0.8557993730407523,0.04117032392894462,0.10303030303030303,0.558504586090793,0.15228143504005573,0.2892139788691513
Zachary Scroggin,03dee485905dbc9f,2026-02-07,Welterweight,0.0,1,-1,0.6,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
Walt Harris,03f982ca3735070c,2026-02-07,Heavyweight,0.375,16,-3,3.9624999999999995,0.0875,0.025,4.425,0.1125,2.6125,0.36250000000000004,0.9875,0.0125,0.6356274980222791,0.06940201705126978,0.23247048492645112,0.5811792335682633,0.23485085442633383,0.12146991200540283
Nate Schroeder,040426baba8a45e8,2026-02-07,Heavyweight,0.0,1,-1,1.8,1.2,0.2,42.0,0.0,0.8,1.0,0.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.3333333333333333,0.6666666666666666
Arnold Allen,040a74bb0a465c54,2026-02-07,Featherweight,0.8461538461538461,13,1,9.179609480825734,0.341961588621493,0.1635125344153021,19.288947455114478,0.045705750560119496,8.253721370964287,0.41037753725769954,0.5155105726037476,0.054429548846116976,0.8582742034964509,0.056578133297372,0.08514766320617702,0.7430782416461799,0.19021462478216064,0.0667071335716595
Jack Marshman,045f25b3a4c08e81,2026-02-07,Middleweight,0.375,8,-2,5.589705882352941,0.0,0.0,0.4,0.07500000000000001,5.215686274509803,0.12401960784313727,0.25,0.0,0.8091666666666666,0.036071428571428574,0.02976190476190476,0.5124015937019969,0.26922139016897084,0.09337701612903226
Marcus Aurelio,04643fd03d9159cc,2026-02-07,Lightweight,0.3333333333333333,6,-3,4.963837312113174,1.1394341290893015,0.16666666666666666,17.835897435897436,0.03333333333333333,3.811494252873563,0.452343059239611,0.7000000000000001,0.09319186560565872,0.6260802469135802,0.11435185185185186,0.2595679012345679,0.8523148148148149,0.10617283950617284,0.041512345679012345
Collin Anglin,047a91d3d9c79b05,2026-02-07,Featherweight,0.0,2,-2,3.3,0.2,0.1,3.1,0.0,2.7,0.6,0.0,0.0,0.88,0.12,0.0,0.53,0.305,0.165
Casey O'Neill,04835018f90b118c,2026-02-07,Women's Flyweight,0.7142857142857143,7,1,17.75022977500102,0.5677116120592365,0.17778980567813038,30.37142857142857,0.0,14.647391445795725,0.8382084024697244,2.264629926735566,0.09791519156635985,0.6990743344296326,0.05517839535529207,0.24574727021507534,0.7480332963437994,0.1392422980342405,0.11272440562196008
Matt Horwich,049d698d773eb3e1,2026-02-07,Middleweight,0.0,2,-2,2.2064749815890035,0.11928429423459246,0.0,17.98386153666238,0.0,0.8468426325986846,1.0257690739505732,0.33386327503974567,0.41740020923742127,0.35333333333333333,0.41333333333333333,0.23333333333333334,0.3933333333333333,0.42666666666666664,0.18
