fight_id,fighter_id,fighter,kd,sig_str,sig_str_pct,total_str,td,td_pct,sub_att,rev,ctrl,head,body,leg,distance,clinch,ground
e1100fc357e61fba,b27a1fcb56a3035a,Trevin Giles,0,41 of 53,77%,54 of 66,5 of 5,100%,0,0,5:43,34 of 45,6 of 7,1 of 1,8 of 13,3 of 3,30 of 37
e1100fc357e61fba,984d15d5dc7bfcf9,James Bochnovic,0,5 of 24,20%,15 of 35,0 of 1,0%,0,0,0:08,1 of 19,2 of 3,2 of 2,4 of 23,0 of 0,1 of 1
09c1d4c96efd0545,2650e2f846a30f64,Amir Sadollah,0,95 of 256,37%,96 of 257,0 of 8,0%,0,0,0:59,45 of 170,20 of 51,30 of 35,88 of 243,7 of 13,0 of 0
09c1d4c96efd0545,84ac950d4c1722dd,Duane Ludwig,0,123 of 328,37%,125 of 331,1 of 2,50%,0,0,1:37,96 of 283,22 of 38,5 of 7,102 of 297,20 of 29,1 of 2
1e3d3545b6dd13a7,f86cb5f25d545e0e,Daniel Spitz,0,32 of 108,29%,32 of 108,0 of 0,---,0,0,0:00,20 of 83,6 of 16,6 of 9,32 of 108,0 of 0,0 of 0
1e3d3545b6dd13a7,04c8b08b16a5b99e,Tanner Boser,0,93 of 151,61%,93 of 151,0 of 0,---,0,0,0:00,33 of 86,25 of 27,35 of 38,93 of 151,0 of 0,0 of 0
5885445f39dac389,12f91bfa8f1f723b,Joanne Wood,0,26 of 49,53%,33 of 57,1 of 1,100%,0,0,2:11,6 of 25,9 of 9,11 of 15,24 of 45,0 of 1,2 of 3
5885445f39dac389,8e1f36476ef02a6a,Jennifer Maia,0,20 of 37,54%,31 of 49,0 of 0,---,1,0,0:00,16 of 32,3 of 4,1 of 1,18 of 35,2 of 2,0 of 0
80551dceed42e7ab,2c1170b825f58e57,Guangyou Ning,0,46 of 92,50%,77 of 130,2 of 2,100%,0,0,3:13,30 of 68,8 of 13,8 of 11,39 of 82,0 of 1,7 of 9
80551dceed42e7ab,b9c03e7a4557e542,Royston Wee,0,18 of 32,56%,29 of 43,0 of 0,---,0,0,0:00,3 of 15,6 of 6,9 of 11,18 of 32,0 of 0,0 of 0
dadde3eb4e5f43b4,5866fc86183a9fb8,Erick Silva,0,18 of 18,100%,21 of 21,0 of 0,---,0,0,0:01,14 of 14,4 of 4,0 of 0,2 of 2,2 of 2,14 of 14
dadde3eb4e5f43b4,276c60b14b571dd4,Takenori Sato,0,0 of 0,---,0 of 0,0 of 2,0%,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
938081fae11dcbbf,23dec7c47cb418f8,Zach Reese,0,13 of 24,54%,22 of 35,0 of 0,---,0,0,0:00,13 of 22,0 of 2,0 of 0,1 of 7,1 of 1,11 of 16
938081fae11dcbbf,3bc3f60b21cddc6a,Azamat Bekoev,0,21 of 26,80%,52 of 59,1 of 2,50%,0,0,2:14,16 of 19,3 of 4,2 of 3,3 of 6,0 of 0,18 of 20
4f6e7159e77d4215,b8bbdeff718dbb7d,Pat Sabatini,0,36 of 63,57%,124 of 162,6 of 10,60%,0,0,7:59,29 of 55,5 of 6,2 of 2,13 of 24,1 of 2,22 of 37
4f6e7159e77d4215,cd2e5a390821fb48,TJ Laramie,0,15 of 31,48%,22 of 39,1 of 4,25%,0,1,4:07,9 of 23,2 of 3,4 of 5,12 of 24,0 of 1,3 of 6
7d3da3c4153717de,7dda2cf308f24a02,Virna Jandiroba,0,106 of 217,48%,208 of 331,9 of 17,52%,0,0,9:07,72 of 177,20 of 25,14 of 15,83 of 192,20 of 21,3 of 4
7d3da3c4153717de,7447e9f28508106a,Mackenzie Dern,0,118 of 231,51%,249 of 372,2 of 8,25%,0,0,3:45,84 of 193,21 of 25,13 of 13,89 of 199,8 of 10,21 of 22
92b98afec5eb4e05,67f272324a030d00,Misha Cirkunov,0,6 of 10,60%,22 of 29,1 of 2,50%,1,2,2:28,4 of 8,2 of 2,0 of 0,1 of 3,2 of 3,3 of 4
92b98afec5eb4e05,70e1f8a821b72c8b,Jimmy Crute,0,21 of 35,60%,28 of 45,0 of 0,---,0,1,0:43,19 of 33,2 of 2,0 of 0,2 of 3,4 of 5,15 of 27
cef255a992ba7af3,f9b200db02b488d9,Lando Vannata,0,51 of 91,56%,51 of 91,0 of 3,0%,0,0,0:06,20 of 41,12 of 24,19 of 26,49 of 87,2 of 2,0 of 2
cef255a992ba7af3,4148802ae4a50768,Daniel Zellhuber,1,78 of 207,37%,84 of 225,0 of 1,0%,0,0,1:44,67 of 181,7 of 21,4 of 5,49 of 149,7 of 7,22 of 51
d5778494ce663d7f,ec2d13a87d3d9541,Sheldon Westcott,0,33 of 79,41%,60 of 115,1 of 1,100%,0,0,2:27,33 of 77,0 of 2,0 of 0,0 of 6,0 of 0,33 of 73
d5778494ce663d7f,8d49545dadf9b919,Edgar Garcia,0,1 of 3,33%,1 of 3,0 of 0,---,0,0,0:00,1 of 3,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0
d44d735e5079bfb8,f6ad6a1e4d600e0d,Mason Jones,0,87 of 157,55%,116 of 191,8 of 14,57%,0,0,9:01,65 of 133,20 of 22,2 of 2,69 of 130,10 of 18,8 of 9
d44d735e5079bfb8,ffe9703408fb5964,David Onama,0,90 of 153,58%,121 of 186,0 of 1,0%,0,0,0:11,80 of 142,8 of 9,2 of 2,70 of 128,19 of 23,1 of 2
671048cd1933855a,9c65736747ca92ec,Leonardo Santos,0,26 of 73,35%,50 of 98,0 of 5,0%,0,0,0:05,14 of 56,7 of 11,5 of 6,24 of 67,2 of 6,0 of 0
671048cd1933855a,14ff46596ad80609,Norman Parke,0,37 of 124,29%,92 of 188,0 of 8,0%,0,0,8:30,21 of 94,8 of 12,8 of 18,20 of 97,17 of 27,0 of 0
b6620177ac975ff2,db1f2ed63b54b9a7,Hector Lombard,0,26 of 77,33%,47 of 99,2 of 4,50%,0,0,2:25,18 of 65,6 of 6,2 of 6,22 of 70,2 of 5,2 of 2
b6620177ac975ff2,c80095f6092271a7,Tim Boetsch,0,54 of 98,55%,57 of 101,0 of 9,0%,0,0,0:07,11 of 39,20 of 32,23 of 27,42 of 78,12 of 20,0 of 0
856468ba24a37fcc,f14cf73e51b29254,Sergei Pavlovich,1,36 of 85,42%,36 of 85,0 of 0,---,0,0,0:02,30 of 78,6 of 7,0 of 0,32 of 81,0 of 0,4 of 4
856468ba24a37fcc,fa6796c55d6c5440,Curtis Blaydes,0,14 of 56,25%,14 of 56,0 of 1,0%,0,0,0:00,11 of 51,1 of 1,2 of 4,14 of 56,0 of 0,0 of 0
d05cb4c4135ce402,4b93a88f3b1de35b,Michael Chandler,0,11 of 28,39%,20 of 39,4 of 7,57%,0,0,2:44,6 of 18,3 of 7,2 of 3,10 of 24,0 of 0,1 of 4
d05cb4c4135ce402,7826923b47f8d72a,Paddy Pimblett,0,80 of 143,55%,121 of 197,1 of 2,50%,0,1,4:41,61 of 119,4 of 5,15 of 19,43 of 96,4 of 5,33 of 42
78736e322574e500,52e76bb4b3e852f3,Antonio Carlos Junior,0,28 of 75,37%,44 of 94,4 of 13,30%,0,0,5:33,12 of 54,4 of 8,12 of 13,18 of 58,6 of 9,4 of 8
78736e322574e500,7acbb0972e75281a,Marvin Vettori,0,29 of 70,41%,99 of 144,1 of 1,100%,1,0,2:59,21 of 61,4 of 5,4 of 4,11 of 46,2 of 3,16 of 21
0094d2ed98819f7a,a0f0004aadf10b71,Alexandre Pantoja,0,37 of 99,37%,67 of 135,1 of 3,33%,2,0,3:48,27 of 82,6 of 10,4 of 7,32 of 92,3 of 4,2 of 3
0094d2ed98819f7a,a0c64f272b65d441,Eric Shelton,0,32 of 93,34%,44 of 107,4 of 12,33%,0,0,2:52,31 of 90,1 of 3,0 of 0,29 of 86,0 of 3,3 of 4
35d0ef51fede263c,f72465a784c1b084,Jessica Eye,0,98 of 196,50%,100 of 198,0 of 1,0%,0,0,0:13,40 of 121,29 of 40,29 of 35,91 of 188,7 of 8,0 of 0
35d0ef51fede263c,36541f1e6c5d4955,Viviane Araujo,0,56 of 122,45%,69 of 135,2 of 7,28%,0,0,1:43,39 of 103,7 of 7,10 of 12,51 of 114,2 of 4,3 of 4
6ecc59654c2f519f,d023ae89a2a4a41e,Matthew Riddle,0,74 of 158,46%,112 of 200,2 of 3,66%,0,0,2:20,30 of 101,30 of 42,14 of 15,63 of 145,1 of 2,10 of 11
6ecc59654c2f519f,76729a829623e266,Henry Martinez,0,67 of 169,39%,70 of 173,0 of 1,0%,0,0,0:00,50 of 149,3 of 6,14 of 14,67 of 169,0 of 0,0 of 0
abd50fad1e7b030b,b1e5bcaad32a3cac,Priscila Cachoeira,1,20 of 35,57%,20 of 35,0 of 0,---,0,0,0:11,15 of 27,4 of 5,1 of 3,6 of 17,0 of 0,14 of 18
abd50fad1e7b030b,6551c64fbcd1a467,Ariane da Silva,0,4 of 15,26%,4 of 15,0 of 0,---,0,0,0:00,3 of 12,0 of 2,1 of 1,4 of 15,0 of 0,0 of 0
c715c165cb3469d2,8ddf9c51c5fdea75,Rousimar Palhares,0,4 of 8,50%,4 of 8,0 of 1,0%,1,0,0:01,0 of 3,0 of 0,4 of 5,4 of 7,0 of 1,0 of 0
c715c165cb3469d2,5b2d7906aa894274,Mike Massenzio,0,0 of 6,0%,0 of 6,0 of 0,---,0,0,0:02,0 of 5,0 of 0,0 of 1,0 of 6,0 of 0,0 of 0
0fd5485e64712df9,80eacd4da0617c57,Joseph Benavidez,0,66 of 144,45%,69 of 147,0 of 6,0%,0,0,0:08,28 of 76,16 of 29,22 of 39,55 of 133,10 of 10,1 of 1
0fd5485e64712df9,fc9a9559a05f2704,Eddie Wineland,0,24 of 71,33%,25 of 72,0 of 1,0%,0,0,0:20,12 of 56,9 of 11,3 of 4,21 of 67,3 of 4,0 of 0
0fe4906754b2d0f9,6aae253467e8f9ce,Tafon Nchukwi,1,120 of 187,64%,159 of 234,0 of 2,0%,0,0,2:51,70 of 133,49 of 53,1 of 1,59 of 118,57 of 63,4 of 6
0fe4906754b2d0f9,830f60497fab345a,Jamie Pickett,0,40 of 81,49%,40 of 81,1 of 4,25%,0,0,0:34,28 of 68,8 of 9,4 of 4,39 of 77,1 of 4,0 of 0
c1356395d6b055d7,75afb06215a07341,Dmitrii Smoliakov,0,5 of 10,50%,28 of 35,0 of 1,0%,0,0,0:00,2 of 5,3 of 5,0 of 0,5 of 10,0 of 0,0 of 0
c1356395d6b055d7,9be6020024133293,Cyril Asker,0,19 of 47,40%,39 of 90,1 of 1,100%,0,0,1:23,19 of 47,0 of 0,0 of 0,2 of 9,0 of 0,17 of 38
6275b448b6c35f1f,d1941565abf50b16,Jim Miller,0,45 of 110,40%,61 of 127,2 of 3,66%,0,0,2:10,21 of 78,8 of 14,16 of 18,42 of 103,1 of 5,2 of 2
6275b448b6c35f1f,d1e7fc58d4225cdf,Danny Castillo,0,35 of 103,33%,51 of 120,0 of 6,0%,0,0,2:20,22 of 82,5 of 11,8 of 10,33 of 98,0 of 2,2 of 3
3cf3771274a4f8b1,4e6738062d469256,Sedriques Dumas,0,20 of 44,45%,23 of 47,0 of 1,0%,0,1,0:07,8 of 26,2 of 5,10 of 13,19 of 43,1 of 1,0 of 0
3cf3771274a4f8b1,ca43de99b07b6b40,Josh Fremd,0,33 of 61,54%,48 of 78,2 of 2,100%,2,1,4:27,21 of 48,6 of 7,6 of 6,27 of 55,4 of 4,2 of 2
5efd13a12be06706,d1feea7a4bdcd503,Baisangur Susurkaev,0,36 of 62,58%,59 of 89,2 of 7,28%,1,0,3:19,23 of 46,7 of 10,6 of 6,22 of 42,2 of 3,12 of 17
5efd13a12be06706,64b12fe31be7560c,Eric Nolan,0,22 of 56,39%,24 of 58,0 of 1,0%,0,0,0:17,17 of 51,5 of 5,0 of 0,18 of 47,4 of 9,0 of 0
a2eafd9e1d5031b1,6a1901c62ab3870f,Jessica Andrade,0,90 of 287,31%,97 of 297,0 of 1,0%,0,0,0:17,58 of 242,21 of 31,11 of 14,87 of 279,3 of 8,0 of 0
a2eafd9e1d5031b1,8e5d953bdb9ae5e7,Loopy Godinez,0,107 of 213,50%,119 of 226,1 of 14,7%,0,0,1:33,91 of 195,12 of 14,4 of 4,94 of 195,11 of 16,2 of 2
0697d5520b74a8df,59279a7c978f7da0,Al Iaquinta,0,37 of 116,31%,38 of 117,0 of 3,0%,0,0,0:23,21 of 93,7 of 11,9 of 12,37 of 116,0 of 0,0 of 0
0697d5520b74a8df,193b9d1858bc4df3,Dan Hooker,1,98 of 207,47%,104 of 213,0 of 1,0%,0,0,2:30,68 of 168,7 of 13,23 of 26,76 of 182,0 of 0,22 of 25
5362ea7c63432cf9,94527830000ab715,Rani Yahya,0,4 of 8,50%,4 of 8,0 of 2,0%,2,0,0:04,1 of 4,1 of 1,2 of 3,4 of 8,0 of 0,0 of 0
5362ea7c63432cf9,96428b9e9bd048ea,Luke Sanders,0,2 of 4,50%,2 of 4,0 of 0,---,0,0,0:22,2 of 4,0 of 0,0 of 0,2 of 3,0 of 0,0 of 1
5c783cd188425783,a09ed60aa67a3f67,Farid Basharat,0,60 of 126,47%,89 of 168,4 of 7,57%,0,0,4:37,39 of 98,8 of 13,13 of 15,54 of 116,2 of 3,4 of 7
5c783cd188425783,f264ba50b007f39e,Victor Hugo,0,45 of 125,36%,48 of 128,1 of 4,25%,1,0,0:18,23 of 82,14 of 28,8 of 15,43 of 122,2 of 3,0 of 0
b070b8c2c489d838,f1fac969a1d70b08,Leon Edwards,0,77 of 132,58%,83 of 139,4 of 5,80%,0,0,4:59,48 of 97,6 of 12,23 of 23,68 of 118,4 of 6,5 of 8
b070b8c2c489d838,8355922d564b152c,Nate Diaz,0,76 of 162,46%,130 of 223,0 of 0,---,0,0,1:53,52 of 129,16 of 21,8 of 12,66 of 152,10 of 10,0 of 0
7bced112f3229b1b,c21a036b4e012f1c,John Makdessi,0,73 of 196,37%,73 of 196,0 of 0,---,0,0,0:00,26 of 122,18 of 41,29 of 33,72 of 195,1 of 1,0 of 0
7bced112f3229b1b,b7b84ccd221be298,Nasrat Haqparast,1,64 of 173,36%,72 of 181,2 of 3,66%,0,0,0:35,41 of 139,19 of 29,4 of 5,60 of 168,4 of 5,0 of 0
fb7ebdda8658fa05,1897b7b913736a7c,Alatengheili,1,9 of 17,52%,9 of 17,0 of 0,---,0,0,0:01,9 of 16,0 of 1,0 of 0,8 of 15,0 of 0,1 of 2
fb7ebdda8658fa05,35b3772629e27a49,Kevin Croom,0,2 of 12,16%,2 of 12,0 of 0,---,0,0,0:00,0 of 5,1 of 6,1 of 1,2 of 12,0 of 0,0 of 0
0019ec81fd706ade,85073dbd1be65ed9,Greg Hardy,0,54 of 105,51%,54 of 105,0 of 0,---,0,0,0:00,22 of 72,5 of 5,27 of 28,52 of 103,2 of 2,0 of 0
0019ec81fd706ade,326f94d6cfb1bf25,Ben Sosoli,0,26 of 97,26%,26 of 97,0 of 0,---,0,0,0:00,15 of 78,10 of 18,1 of 1,26 of 96,0 of 1,0 of 0
43e416795dbd10e9,d247691a6c0e9034,Cub Swanson,2,83 of 148,56%,95 of 161,0 of 0,---,0,0,2:56,36 of 92,23 of 28,24 of 28,53 of 108,2 of 2,28 of 38
43e416795dbd10e9,ed209f6618c82e41,Hacran Dias,0,55 of 131,41%,58 of 136,0 of 1,0%,0,0,0:00,37 of 103,5 of 12,13 of 16,54 of 126,1 of 3,0 of 2
464133df9ca19865,cf65d56b0755ed3b,Alan Jouban,1,51 of 104,49%,63 of 116,1 of 1,100%,0,0,2:52,31 of 73,11 of 18,9 of 13,36 of 74,7 of 15,8 of 15
464133df9ca19865,8f0d576beba1cfcd,Matt Dwyer,1,29 of 117,24%,34 of 122,0 of 1,0%,0,0,0:14,23 of 98,4 of 15,2 of 4,22 of 101,6 of 11,1 of 5
168413032bb51ce0,80fa8218c99f9c58,Amanda Nunes,0,10 of 16,62%,16 of 25,2 of 3,66%,0,0,1:37,9 of 14,1 of 2,0 of 0,1 of 3,0 of 0,9 of 13
168413032bb51ce0,837d30395faca41e,Sheila Gaff,0,3 of 8,37%,5 of 10,0 of 0,---,0,0,0:12,1 of 4,2 of 3,0 of 1,1 of 5,2 of 3,0 of 0
11774c581b818e30,30a09e43f15f1d75,Paulo Thiago,0,13 of 40,32%,17 of 46,1 of 9,11%,1,1,1:34,8 of 34,2 of 3,3 of 3,9 of 33,2 of 5,2 of 2
11774c581b818e30,8b69839f3555a67b,Martin Kampmann,0,24 of 59,40%,47 of 83,1 of 3,33%,3,0,7:01,19 of 47,3 of 5,2 of 7,14 of 44,5 of 6,5 of 9
5929c539190c8a07,501b07aec9b8fc2d,Sam Stout,0,54 of 189,28%,59 of 194,1 of 2,50%,1,0,0:45,17 of 120,29 of 60,8 of 9,49 of 180,2 of 3,3 of 6
5929c539190c8a07,7be63795363029e8,Cody McKenzie,0,31 of 90,34%,37 of 99,1 of 13,7%,0,0,1:44,23 of 80,6 of 7,2 of 3,26 of 85,4 of 4,1 of 1
59d44b6888885500,7be14eaed4c74856,Brian Kelleher,0,1 of 19,5%,1 of 19,0 of 0,---,0,0,0:06,0 of 13,0 of 4,1 of 2,1 of 18,0 of 1,0 of 0
59d44b6888885500,2b6fc1c02736833d,Umar Nurmagomedov,0,18 of 26,69%,21 of 29,1 of 5,20%,1,0,1:27,9 of 15,7 of 9,2 of 2,13 of 21,5 of 5,0 of 0
db690563ae7fa070,029eaff01e6bb8f0,Dustin Poirier,0,17 of 47,36%,31 of 63,1 of 1,100%,1,0,2:55,14 of 41,1 of 3,2 of 3,9 of 27,3 of 3,5 of 17
db690563ae7fa070,8e5bfd4e82352340,Pablo Garza,0,14 of 34,41%,24 of 44,0 of 2,0%,1,0,0:00,1 of 12,5 of 10,8 of 12,13 of 28,1 of 6,0 of 0
78294f5d5e0f2b13,0ff11cc094e887bc,Cain Velasquez,0,7 of 14,50%,7 of 14,0 of 1,0%,0,0,0:00,3 of 9,0 of 0,4 of 5,7 of 14,0 of 0,0 of 0
78294f5d5e0f2b13,63def5a5662a6917,Junior Dos Santos,1,8 of 13,61%,12 of 19,0 of 0,---,0,0,0:08,6 of 10,2 of 3,0 of 0,4 of 8,0 of 0,4 of 5
c553753c64379c39,1ff9589f9065a9ed,Frank Mir,0,46 of 65,70%,82 of 103,6 of 8,75%,0,0,7:23,28 of 46,16 of 17,2 of 2,14 of 23,22 of 32,10 of 10
c553753c64379c39,3f7c14c7eca7195d,Roy Nelson,0,21 of 51,41%,46 of 77,0 of 1,0%,0,0,4:01,13 of 42,3 of 4,5 of 5,9 of 23,12 of 28,0 of 0
50ef636148fa6fac,dab8cfbb6b1db10a,Livinha Souza,0,1 of 7,14%,1 of 7,0 of 0,---,0,0,0:00,0 of 4,0 of 1,1 of 2,1 of 7,0 of 0,0 of 0
50ef636148fa6fac,3df5493bb279226f,Amanda Lemos,2,29 of 46,63%,30 of 47,0 of 0,---,0,0,1:13,22 of 37,3 of 5,4 of 4,12 of 22,0 of 0,17 of 24
d1bee15e60ee6721,50db8711c70196cd,Ovince Saint Preux,0,0 of 0,---,3 of 3,0 of 0,---,1,0,1:42,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
d1bee15e60ee6721,acff437707625fc7,Yushin Okami,0,0 of 0,---,0 of 0,0 of 1,0%,1,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
72481ce1897251cd,55f80a8aeffcdb33,Dustin Pague,0,3 of 10,30%,3 of 10,0 of 0,---,0,0,0:00,1 of 7,1 of 2,1 of 1,3 of 10,0 of 0,0 of 0
72481ce1897251cd,7bd94b60d7521e4a,John Albert,1,21 of 34,61%,36 of 49,0 of 0,---,0,0,0:47,19 of 29,1 of 4,1 of 1,7 of 17,0 of 0,14 of 17
2be2c9ddfbee0cd4,7ff97850e8c32bda,Glover Teixeira,0,54 of 102,52%,59 of 107,0 of 1,0%,0,0,0:14,51 of 98,3 of 4,0 of 0,50 of 96,4 of 6,0 of 0
2be2c9ddfbee0cd4,e51e5cb722bd47a8,Patrick Cummins,0,33 of 90,36%,38 of 95,4 of 6,66%,0,0,1:25,23 of 80,7 of 7,3 of 3,22 of 73,11 of 17,0 of 0
35d06627d91b840d,cfc3e7bb44685289,Trey Ogden,0,71 of 168,42%,72 of 169,1 of 9,11%,0,0,0:38,22 of 109,7 of 13,42 of 46,71 of 168,0 of 0,0 of 0
35d06627d91b840d,4148802ae4a50768,Daniel Zellhuber,0,52 of 178,29%,52 of 178,0 of 0,---,0,0,0:00,19 of 125,21 of 40,12 of 13,52 of 178,0 of 0,0 of 0
41385f4e63682b5b,3bad7ef643840f67,Joe Lauzon,0,46 of 76,60%,65 of 97,5 of 7,71%,1,0,8:12,42 of 72,4 of 4,0 of 0,20 of 43,1 of 4,25 of 29
41385f4e63682b5b,31a13532e724ca2b,Stevie Ray,0,109 of 196,55%,139 of 237,0 of 0,---,1,0,0:35,94 of 179,14 of 16,1 of 1,67 of 140,18 of 29,24 of 27
78c3ca588e55bf31,3a46b268013afede,Kevin Holland,0,74 of 129,57%,163 of 223,0 of 3,0%,0,0,3:35,54 of 101,9 of 13,11 of 15,62 of 112,11 of 15,1 of 2
78c3ca588e55bf31,a17ad5a5048e8c3f,Darren Stewart,0,57 of 110,51%,97 of 159,3 of 8,37%,0,0,4:09,26 of 74,6 of 7,25 of 29,33 of 69,6 of 8,18 of 33
042fee3d05e105fa,2816ced060a21be3,Nick Hein,0,50 of 105,47%,87 of 148,2 of 6,33%,0,0,4:17,42 of 96,6 of 7,2 of 2,49 of 103,1 of 2,0 of 0
042fee3d05e105fa,519e4fe37ce9ff75,Drew Dober,0,49 of 127,38%,97 of 178,0 of 4,0%,0,0,2:59,31 of 100,9 of 15,9 of 12,37 of 115,7 of 7,5 of 5
6b92396d42918366,5e4eec08896c9423,Corey Anderson,0,111 of 279,39%,113 of 281,0 of 4,0%,0,0,0:00,97 of 256,11 of 20,3 of 3,108 of 270,3 of 9,0 of 0
6b92396d42918366,fcd448a2fe1a23cc,Gian Villante,0,70 of 168,41%,70 of 168,0 of 0,---,0,0,0:00,37 of 129,3 of 5,30 of 34,69 of 163,1 of 5,0 of 0
40fa4f8b4b93884e,8d11d9c13e2ccdf7,Muhammad Naimov,0,18 of 48,37%,35 of 69,0 of 5,0%,0,0,2:08,7 of 29,6 of 10,5 of 9,13 of 40,5 of 8,0 of 0
40fa4f8b4b93884e,480779d7f9a424d3,Mairon Santos,1,27 of 45,60%,43 of 61,0 of 1,0%,0,0,0:47,11 of 27,8 of 10,8 of 8,19 of 34,7 of 8,1 of 3
e67e15cc6578d1c3,c9f6385af6df66d7,Papy Abedi,0,53 of 80,66%,69 of 97,4 of 6,66%,0,0,5:38,14 of 31,35 of 39,4 of 10,10 of 21,27 of 34,16 of 25
e67e15cc6578d1c3,98ec9f385cca47fc,Besam Yousef,0,43 of 79,54%,142 of 185,2 of 3,66%,0,0,4:26,22 of 55,18 of 19,3 of 5,8 of 19,35 of 59,0 of 1
11249454ed5fd71f,1fb80f46d3c105d9,Fabio Maldonado,0,100 of 151,66%,156 of 211,1 of 2,50%,0,0,3:19,44 of 83,56 of 68,0 of 0,26 of 62,66 of 80,8 of 9
11249454ed5fd71f,27d65e9d0fba61ea,Roger Hollett,0,29 of 44,65%,32 of 47,2 of 7,28%,0,0,4:28,14 of 27,10 of 12,5 of 5,12 of 25,16 of 18,1 of 1
42e7cc48c31d8f29,64a50dad704d1d49,Edson Barboza,0,46 of 151,30%,48 of 153,2 of 2,100%,0,0,0:46,26 of 117,10 of 15,10 of 19,44 of 147,2 of 4,0 of 0
42e7cc48c31d8f29,6bf5a7d3e081ade2,Anthony Njokuani,0,72 of 188,38%,78 of 194,1 of 1,100%,0,0,0:27,34 of 124,16 of 35,22 of 29,66 of 175,2 of 5,4 of 8
c805552171b20b68,8abf70f79e9e27c2,Tor Troeng,0,26 of 45,57%,42 of 63,1 of 5,20%,0,0,4:26,13 of 31,11 of 12,2 of 2,14 of 32,12 of 13,0 of 0
c805552171b20b68,f797f0c57a83353e,Trevor Smith,0,42 of 59,71%,89 of 110,2 of 5,40%,2,2,7:13,17 of 30,13 of 17,12 of 12,15 of 28,11 of 14,16 of 17
a3d75cc363a6544b,9014c02eff8b3d62,Carlos Ulberg,1,81 of 154,52%,91 of 165,1 of 2,50%,1,0,1:41,50 of 119,20 of 23,11 of 12,59 of 126,8 of 9,14 of 19
a3d75cc363a6544b,74f9448b97bf8bec,Da Woon Jung,0,58 of 120,48%,60 of 123,1 of 2,50%,0,0,0:15,14 of 59,12 of 20,32 of 41,55 of 115,3 of 5,0 of 0
18292c8eb20ae045,f2688492b9a525a3,Frankie Edgar,1,13 of 32,40%,13 of 32,0 of 1,0%,0,0,0:01,9 of 25,2 of 4,2 of 3,11 of 30,0 of 0,2 of 2
18292c8eb20ae045,b5b684eac99ae0a3,Chad Mendes,0,5 of 17,29%,5 of 17,0 of 0,---,0,0,0:00,1 of 13,0 of 0,4 of 4,5 of 17,0 of 0,0 of 0
668d077ac9d7d3c9,6e7506127408aa9e,Nadia Kassem,0,45 of 131,34%,53 of 139,1 of 2,50%,0,0,1:04,9 of 67,31 of 56,5 of 8,40 of 119,4 of 8,1 of 4
668d077ac9d7d3c9,a20f234df70f2182,Ji Yeon Kim,1,80 of 179,44%,83 of 185,0 of 0,---,0,0,0:10,64 of 151,12 of 19,4 of 9,74 of 167,5 of 8,1 of 4
c64537874352793a,784285b7ae7dd85f,Shane Campbell,0,9 of 13,69%,10 of 14,0 of 0,---,0,0,0:00,1 of 4,1 of 2,7 of 7,8 of 12,1 of 1,0 of 0
c64537874352793a,1b38a2b897f6209c,Felipe Silva,1,11 of 25,44%,13 of 27,0 of 0,---,0,0,0:04,6 of 19,4 of 5,1 of 1,6 of 13,3 of 5,2 of 7
e7081f3a0a982f9d,d3df1add9d9a7efb,Derrick Lewis,0,6 of 16,37%,7 of 17,1 of 2,50%,0,0,1:33,4 of 12,2 of 2,0 of 2,1 of 9,2 of 3,3 of 4
e7081f3a0a982f9d,e7fe5315b1efeb92,Guto Inocente,0,6 of 8,75%,8 of 10,0 of 0,---,0,0,0:00,0 of 2,5 of 5,1 of 1,3 of 5,3 of 3,0 of 0
7521015554088962,d247691a6c0e9034,Cub Swanson,1,99 of 158,62%,114 of 173,0 of 0,---,0,0,0:10,74 of 127,13 of 18,12 of 13,95 of 154,4 of 4,0 of 0
7521015554088962,aa171d55d4b5208f,Billy Quarantillo,0,97 of 237,40%,108 of 249,3 of 11,27%,0,0,2:07,65 of 188,20 of 32,12 of 17,91 of 222,6 of 15,0 of 0
011d818ec9bb3de6,ffc088e64fab57e9,Quinton Jackson,2,56 of 151,37%,80 of 176,2 of 3,66%,0,0,2:54,44 of 138,4 of 5,8 of 8,43 of 127,9 of 15,4 of 9
011d818ec9bb3de6,b9d0fd83bb8a147a,Keith Jardine,0,64 of 184,34%,65 of 185,0 of 3,0%,0,0,0:28,32 of 145,12 of 15,20 of 24,53 of 165,11 of 19,0 of 0
7e7fba47f511f8ad,e81dd0bb8a64b550,Charlie Ward,0,3 of 12,25%,4 of 13,0 of 1,0%,0,0,0:08,2 of 9,1 of 2,0 of 1,3 of 9,0 of 3,0 of 0
7e7fba47f511f8ad,8a56ea383fd26e52,Galore Bofando,0,10 of 25,40%,10 of 25,1 of 1,100%,0,0,0:03,6 of 18,2 of 4,2 of 3,8 of 21,0 of 0,2 of 4
dc0ab34f1952cb48,e1248941344b3288,Alexander Volkanovski,1,138 of 213,64%,152 of 228,4 of 8,50%,0,0,2:52,102 of 171,10 of 13,26 of 29,116 of 185,10 of 12,12 of 16
