fight_id,fighter_id,fighter,kd,sig_str,sig_str_pct,total_str,td,td_pct,sub_att,rev,ctrl,head,body,leg,distance,clinch,ground
28f7ba820350e3a3,907e60fd13407e1e,Bec Rawlings,0,88 of 195,45%,89 of 196,0 of 0,---,0,0,0:09,46 of 147,14 of 18,28 of 30,82 of 188,6 of 7,0 of 0
28f7ba820350e3a3,fc6e681bf6658faf,Ashlee Evans-Smith,0,116 of 331,35%,121 of 337,1 of 4,25%,0,0,0:07,81 of 276,20 of 36,15 of 19,101 of 305,14 of 25,1 of 1
59c4fdb3c0673066,5987b2458f4b5290,Ricky Simon,0,34 of 74,45%,50 of 94,3 of 10,30%,0,0,9:13,22 of 62,4 of 4,8 of 8,28 of 62,4 of 6,2 of 6
59c4fdb3c0673066,5c84f673b7bb7c15,Cameron Smotherman,0,29 of 99,29%,33 of 104,0 of 0,---,0,0,0:02,23 of 89,5 of 9,1 of 1,25 of 94,4 of 5,0 of 0
637f561cd731fb44,2f13e4020cea5b38,Raphael Assuncao,0,39 of 101,38%,39 of 101,0 of 0,---,0,0,0:00,10 of 60,8 of 14,21 of 27,39 of 101,0 of 0,0 of 0
637f561cd731fb44,cb696ebfb6598724,Aljamain Sterling,0,52 of 172,30%,52 of 172,0 of 3,0%,0,0,0:02,18 of 112,9 of 21,25 of 39,52 of 172,0 of 0,0 of 0
01993fb1d4b34b21,7aa3d6964eff4877,Alex Caceres,0,64 of 124,51%,83 of 143,0 of 0,---,0,0,1:11,40 of 92,14 of 18,10 of 14,55 of 115,6 of 6,3 of 3
01993fb1d4b34b21,d34636a85f0f4c90,Motonobu Tezuka,0,22 of 75,29%,40 of 108,2 of 12,16%,0,0,3:43,8 of 56,1 of 2,13 of 17,21 of 74,1 of 1,0 of 0
e7ad1c3a763c7cae,e51e5cb722bd47a8,Patrick Cummins,0,73 of 121,60%,109 of 162,3 of 10,30%,0,0,7:39,62 of 109,10 of 11,1 of 1,23 of 59,17 of 21,33 of 41
e7ad1c3a763c7cae,99df7d0a2a08a8a8,Jan Blachowicz,1,53 of 99,53%,68 of 115,1 of 2,50%,0,0,1:11,43 of 88,9 of 10,1 of 1,37 of 77,11 of 15,5 of 7
cdedc8f026307dd7,75e0d3cc2262b732,Shane Roller,0,10 of 60,16%,11 of 61,1 of 3,33%,2,2,2:45,10 of 60,0 of 0,0 of 0,9 of 56,1 of 4,0 of 0
cdedc8f026307dd7,a26198ba5093147e,TJ Grant,0,24 of 64,37%,64 of 104,2 of 2,100%,3,1,4:58,20 of 59,0 of 1,4 of 4,17 of 50,2 of 4,5 of 10
005723fb99440272,64a50dad704d1d49,Edson Barboza,1,49 of 89,55%,49 of 89,0 of 0,---,0,0,0:12,9 of 40,17 of 21,23 of 28,49 of 89,0 of 0,0 of 0
005723fb99440272,15b1b21cd743d652,Rafaello Oliveira,0,19 of 42,45%,19 of 42,0 of 5,0%,0,0,0:02,13 of 33,6 of 9,0 of 0,19 of 42,0 of 0,0 of 0
68913a422f548ccc,751de04455cfaac0,Calvin Kattar,0,38 of 134,28%,38 of 134,0 of 0,---,0,0,0:00,27 of 110,5 of 11,6 of 13,35 of 128,3 of 6,0 of 0
68913a422f548ccc,52c2ae6d2f2d2613,Youssef Zalal,0,74 of 133,55%,75 of 134,0 of 8,0%,0,0,0:00,53 of 104,5 of 9,16 of 20,74 of 133,0 of 0,0 of 0
30abc50a2e71c576,a29db9cd4f9ccea5,Natan Levy,0,67 of 135,49%,69 of 137,6 of 10,60%,0,0,4:40,22 of 79,25 of 34,20 of 22,66 of 134,1 of 1,0 of 0
30abc50a2e71c576,cda1099995b46cc2,Genaro Valdez,0,49 of 158,31%,62 of 173,0 of 0,---,0,0,0:01,26 of 121,10 of 22,13 of 15,41 of 148,5 of 7,3 of 3
6d32a829217cf2fa,fa315e6c77eee106,Brandon Vera,0,62 of 134,46%,73 of 146,1 of 1,100%,0,0,3:05,16 of 76,10 of 19,36 of 39,35 of 97,26 of 36,1 of 1
6d32a829217cf2fa,59583ff832fe9d68,Krzysztof Soszynski,0,41 of 127,32%,55 of 143,1 of 5,20%,0,0,2:39,18 of 93,8 of 12,15 of 22,20 of 99,21 of 28,0 of 0
909cd8633507a0c8,669970f7feba8ecd,Erin Blanchfield,0,52 of 116,44%,65 of 134,2 of 3,66%,1,1,2:43,38 of 100,6 of 8,8 of 8,51 of 115,1 of 1,0 of 0
909cd8633507a0c8,68d4a891e5cf2029,Tracy Cortez,0,46 of 104,44%,50 of 108,1 of 3,33%,0,0,0:30,35 of 88,7 of 12,4 of 4,45 of 100,1 of 4,0 of 0
df661c70c40adf84,94527830000ab715,Rani Yahya,0,40 of 75,53%,109 of 148,3 of 6,50%,1,0,7:40,28 of 61,6 of 8,6 of 6,25 of 53,1 of 2,14 of 20
df661c70c40adf84,2fc7e9701642ca38,Matthew Lopez,0,14 of 34,41%,26 of 46,1 of 1,100%,2,1,2:07,7 of 27,3 of 3,4 of 4,13 of 32,0 of 1,1 of 1
eafda776967c6444,5331b25a60417ffb,Anthony Rocco Martin,0,82 of 226,36%,83 of 227,1 of 2,50%,1,0,0:00,70 of 211,4 of 5,8 of 10,79 of 223,1 of 1,2 of 2
eafda776967c6444,1f4b04a926ef1287,Johnny Case,0,92 of 254,36%,92 of 254,0 of 1,0%,0,0,0:51,51 of 195,19 of 29,22 of 30,91 of 252,1 of 2,0 of 0
f43f9861e73739c8,03f982ca3735070c,Walt Harris,1,29 of 79,36%,30 of 80,0 of 0,---,0,0,0:10,19 of 61,6 of 14,4 of 4,18 of 66,2 of 2,9 of 11
f43f9861e73739c8,f86cb5f25d545e0e,Daniel Spitz,0,17 of 42,40%,17 of 42,0 of 0,---,0,0,0:00,1 of 17,5 of 13,11 of 12,17 of 42,0 of 0,0 of 0
bc63f1b2e52f603e,64a50dad704d1d49,Edson Barboza,0,71 of 120,59%,73 of 122,0 of 0,---,0,0,3:50,26 of 64,32 of 38,13 of 18,57 of 105,14 of 15,0 of 0
bc63f1b2e52f603e,7cbf7c78d3b34218,Drakkar Klose,0,53 of 102,51%,147 of 209,0 of 2,0%,0,0,2:33,35 of 78,6 of 9,12 of 15,43 of 89,10 of 13,0 of 0
ac6cb989ccc38f73,f797f0c57a83353e,Trevor Smith,1,39 of 60,65%,92 of 123,4 of 7,57%,0,0,13:24,22 of 39,14 of 14,3 of 7,5 of 10,6 of 10,28 of 40
ac6cb989ccc38f73,6c2030e0a143a94b,Chris Camozzi,0,10 of 18,55%,37 of 48,0 of 0,---,1,0,0:00,6 of 13,3 of 4,1 of 1,3 of 9,6 of 7,1 of 2
330d86bfaa4155fe,b12fb759e02378de,Gilbert Urbina,0,16 of 38,42%,16 of 38,0 of 1,0%,0,0,0:05,4 of 17,6 of 10,6 of 11,16 of 38,0 of 0,0 of 0
330d86bfaa4155fe,feedf3053472fe56,Charles Radtke,2,30 of 47,63%,33 of 51,0 of 0,---,0,0,0:08,23 of 40,0 of 0,7 of 7,27 of 43,0 of 0,3 of 4
e4d831dc318e4e98,399afbabc02376b5,Tom Aspinall,0,16 of 25,64%,17 of 26,1 of 1,100%,0,0,0:30,15 of 24,0 of 0,1 of 1,4 of 10,0 of 0,12 of 15
e4d831dc318e4e98,c9a94278df042f46,Alan Baudot,0,3 of 12,25%,5 of 14,0 of 0,---,0,0,0:00,1 of 10,0 of 0,2 of 2,3 of 12,0 of 0,0 of 0
4e566db7d26df001,5b86d491d63890c5,Ludovit Klein,1,60 of 91,65%,63 of 95,2 of 3,66%,0,0,0:27,38 of 66,21 of 23,1 of 2,54 of 84,2 of 2,4 of 5
4e566db7d26df001,d1053e55f00e53fe,AJ Cunningham,0,36 of 75,48%,36 of 77,0 of 0,---,0,0,0:26,15 of 49,10 of 14,11 of 12,34 of 72,2 of 3,0 of 0
0ad57af26ddc7930,c80095f6092271a7,Tim Boetsch,0,41 of 68,60%,42 of 69,0 of 0,---,0,0,0:01,19 of 41,16 of 20,6 of 7,30 of 54,10 of 13,1 of 1
0ad57af26ddc7930,0941df56f6ac954b,Johny Hendricks,0,10 of 45,22%,10 of 45,0 of 0,---,0,0,0:00,2 of 36,2 of 2,6 of 7,10 of 44,0 of 1,0 of 0
9e5bbbacf1d92cb4,2f181c0467965b98,Brendan Allen,0,43 of 71,60%,44 of 72,0 of 3,0%,1,0,0:18,26 of 53,10 of 10,7 of 8,39 of 66,4 of 5,0 of 0
9e5bbbacf1d92cb4,5442f1bc4b47eaf3,Chris Curtis,1,61 of 90,67%,64 of 96,0 of 0,---,0,0,0:43,38 of 65,20 of 22,3 of 3,49 of 76,10 of 10,2 of 4
357ba2f1da89031b,4ac1ecf8ce59ef23,Jason Saggo,0,10 of 24,41%,29 of 45,2 of 3,66%,0,0,3:40,9 of 22,0 of 0,1 of 2,1 of 5,0 of 0,9 of 19
357ba2f1da89031b,1d36f1ac66cf689d,Josh Shockley,0,6 of 12,50%,13 of 20,0 of 0,---,1,0,0:33,2 of 6,3 of 5,1 of 1,3 of 7,1 of 2,2 of 3
4655930eb83446c7,a26198ba5093147e,TJ Grant,0,68 of 113,60%,116 of 163,3 of 7,42%,1,0,6:56,30 of 69,27 of 32,11 of 12,34 of 73,24 of 28,10 of 12
4655930eb83446c7,4f853e98886283cf,Carlo Prater,0,27 of 61,44%,33 of 67,0 of 3,0%,1,1,0:35,14 of 41,3 of 8,10 of 12,25 of 57,2 of 3,0 of 1
7f663d67422c1b24,c849740a3ff51931,TJ Dillashaw,0,71 of 119,59%,177 of 249,5 of 6,83%,1,0,6:53,53 of 98,10 of 12,8 of 9,25 of 59,0 of 0,46 of 60
7f663d67422c1b24,c268b2cfebccf652,John Lineker,0,38 of 90,42%,51 of 107,1 of 2,50%,0,0,0:18,18 of 53,19 of 36,1 of 1,33 of 81,0 of 3,5 of 6
e38d7761a92e1bf9,9bcf8603ceb25680,Dong Hyun Kim,2,27 of 81,33%,42 of 96,1 of 3,33%,0,0,2:13,22 of 76,5 of 5,0 of 0,13 of 43,6 of 15,8 of 23
e38d7761a92e1bf9,28f3c2258a1d8874,John Hathaway,0,27 of 97,27%,52 of 127,1 of 6,16%,0,0,3:44,13 of 69,10 of 22,4 of 6,16 of 74,9 of 17,2 of 6
99c12cc04b4261bf,2e25c1d983c26311,Colton Smith,0,15 of 18,83%,88 of 113,7 of 16,43%,1,0,12:25,3 of 5,1 of 2,11 of 11,4 of 6,4 of 4,7 of 8
99c12cc04b4261bf,3c921b1a30fdcbdd,Mike Ricci,0,9 of 15,60%,10 of 17,0 of 0,---,0,1,0:34,6 of 11,2 of 3,1 of 1,5 of 9,0 of 1,4 of 5
b32acf1c70321321,dc0f07928009a127,Rob Emerson,1,24 of 74,32%,45 of 96,0 of 1,0%,1,0,0:19,16 of 65,2 of 2,6 of 7,11 of 51,11 of 21,2 of 2
b32acf1c70321321,6fb1ba67bef41b37,Nik Lentz,0,46 of 96,47%,79 of 133,4 of 14,28%,1,0,8:54,26 of 72,16 of 19,4 of 5,12 of 42,12 of 19,22 of 35
f820c6292e19d854,0d980975001ae3d8,Shamil Gamzatov,0,64 of 138,46%,82 of 158,0 of 1,0%,0,0,0:11,10 of 59,23 of 34,31 of 45,64 of 138,0 of 0,0 of 0
f820c6292e19d854,7279654c7674cd24,Klidson Abreu,0,32 of 78,41%,47 of 95,1 of 2,50%,0,0,1:45,11 of 48,7 of 15,14 of 15,31 of 76,1 of 1,0 of 1
9e52a67410f2c879,e375cb5caf4717b6,Piera Rodriguez,0,50 of 88,56%,77 of 124,3 of 4,75%,0,0,5:13,26 of 60,18 of 21,6 of 7,34 of 70,10 of 12,6 of 6
9e52a67410f2c879,4100c7a09497ad41,Kay Hansen,0,31 of 77,40%,54 of 106,2 of 8,25%,0,0,3:14,22 of 61,7 of 13,2 of 3,25 of 66,5 of 10,1 of 1
ca22bafab913aae7,7a703c565ccaa18f,Jacare Souza,0,11 of 19,57%,15 of 23,1 of 2,50%,0,0,0:53,5 of 13,4 of 4,2 of 2,7 of 13,0 of 0,4 of 6
ca22bafab913aae7,886264a0c9f4ea5e,Andre Muniz,0,7 of 12,58%,19 of 26,2 of 3,66%,1,0,1:10,3 of 8,2 of 2,2 of 2,6 of 11,1 of 1,0 of 0
e8d336f4465e6640,5c2ce761399dc9c5,Marcin Bandel,0,3 of 5,60%,5 of 7,0 of 5,0%,0,0,1:35,1 of 2,1 of 2,1 of 1,3 of 3,0 of 1,0 of 1
e8d336f4465e6640,31a13532e724ca2b,Stevie Ray,0,31 of 42,73%,45 of 57,0 of 0,---,2,0,3:15,27 of 35,1 of 1,3 of 6,5 of 10,1 of 1,25 of 31
a788042d4d0c50d4,01fcef7e3d051722,Henry Briones,1,32 of 63,50%,52 of 86,0 of 0,---,1,0,0:34,19 of 45,11 of 16,2 of 2,14 of 38,10 of 13,8 of 12
a788042d4d0c50d4,d05412b513b19621,Guido Cannetti,0,35 of 73,47%,36 of 74,1 of 2,50%,0,0,1:22,15 of 47,15 of 21,5 of 5,21 of 50,12 of 19,2 of 4
7fe2b6a9fc4748fa,8f382b3baa954d2a,Jessica Aguilar,0,128 of 199,64%,138 of 209,0 of 6,0%,0,0,1:34,83 of 150,32 of 36,13 of 13,85 of 151,43 of 48,0 of 0
7fe2b6a9fc4748fa,411539901068522f,Jodie Esquibel,0,81 of 190,42%,81 of 190,0 of 2,0%,0,0,1:27,54 of 152,27 of 38,0 of 0,73 of 178,8 of 12,0 of 0
3b209a2aee014ac2,a8283a4f415e1eb9,Francisco Trinaldo,1,30 of 58,51%,37 of 66,2 of 3,66%,2,1,3:18,15 of 35,7 of 14,8 of 9,19 of 45,3 of 4,8 of 9
3b209a2aee014ac2,4c88a1db5a46c6a4,Jai Herbert,1,21 of 70,30%,37 of 90,0 of 0,---,0,0,3:20,15 of 63,4 of 5,2 of 2,16 of 61,5 of 6,0 of 3
e4620f3fa451a3a4,ff62013d2fce6d13,Nazim Sadykhov,0,8 of 15,53%,20 of 27,0 of 0,---,1,1,0:55,6 of 11,0 of 1,2 of 3,6 of 13,0 of 0,2 of 2
e4620f3fa451a3a4,809bd1a871491508,Terrance McKinney,0,6 of 14,42%,21 of 34,2 of 5,40%,0,0,4:16,3 of 10,3 of 3,0 of 1,4 of 12,2 of 2,0 of 0
f9345fa82bf43847,5e6294b37bbef029,Stephanie Egger,0,9 of 24,37%,9 of 24,0 of 0,---,0,0,0:00,3 of 17,0 of 0,6 of 7,9 of 24,0 of 0,0 of 0
f9345fa82bf43847,103e2e33a60683e1,Irina Alekseeva,0,18 of 44,40%,18 of 44,0 of 1,0%,1,0,0:00,7 of 31,7 of 8,4 of 5,17 of 43,1 of 1,0 of 0
5ff8463edf8155c0,207773daeb4afa7b,Devonte Smith,1,19 of 43,44%,19 of 43,0 of 0,---,0,0,0:02,14 of 34,1 of 4,4 of 5,15 of 38,0 of 0,4 of 5
5ff8463edf8155c0,98a6b2361045898f,Dong Hyun Ma,0,1 of 9,11%,1 of 9,0 of 0,---,0,0,0:00,0 of 4,0 of 1,1 of 4,1 of 9,0 of 0,0 of 0
054f1423ba7c121e,1c86754617d9813a,Roan Carneiro,0,33 of 70,47%,43 of 80,2 of 6,33%,0,1,2:37,24 of 59,7 of 9,2 of 2,28 of 65,5 of 5,0 of 0
054f1423ba7c121e,6e0273f9478be71e,Kenny Robertson,0,28 of 134,20%,45 of 153,0 of 0,---,0,2,3:10,11 of 110,6 of 9,11 of 15,21 of 125,4 of 4,3 of 5
4965d8eab468b839,729d4bd5a6cd0a97,Lauren Murphy,0,102 of 184,55%,128 of 211,2 of 6,33%,0,0,1:18,77 of 154,24 of 29,1 of 1,68 of 142,31 of 39,3 of 3
4965d8eab468b839,b96619b3acd7d9da,Miesha Tate,0,85 of 164,51%,121 of 201,0 of 7,0%,0,0,2:05,61 of 122,18 of 34,6 of 8,67 of 138,18 of 26,0 of 0
69bc7ca8ce831731,80fa8218c99f9c58,Amanda Nunes,0,142 of 267,53%,196 of 323,6 of 13,46%,0,0,7:00,97 of 198,28 of 49,17 of 20,115 of 234,5 of 8,22 of 25
69bc7ca8ce831731,578ef12674df1e6a,Irene Aldana,0,41 of 143,28%,57 of 159,0 of 0,---,0,0,0:10,25 of 118,3 of 7,13 of 18,36 of 133,3 of 3,2 of 7
6c1faa6284428e5d,c9cf753cfdf77fc2,Marcin Tybura,0,35 of 49,71%,153 of 187,1 of 3,33%,0,1,7:14,33 of 46,1 of 2,1 of 1,9 of 19,0 of 0,26 of 30
6c1faa6284428e5d,25f9a5f3e8a52618,Jhonata Diniz,0,15 of 29,51%,27 of 44,0 of 0,---,0,0,0:36,13 of 27,1 of 1,1 of 1,8 of 18,1 of 1,6 of 10
37c732554828dcc3,75e5fec9f72910ef,Gleison Tibau,0,3 of 5,60%,6 of 8,2 of 3,66%,1,0,1:28,3 of 5,0 of 0,0 of 0,0 of 2,0 of 0,3 of 3
37c732554828dcc3,e14b5aa06eea9653,Abel Trujillo,0,0 of 0,---,5 of 5,0 of 0,---,0,0,0:02,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0
fe3ff5b1d9135add,63def5a5662a6917,Junior Dos Santos,0,10 of 35,28%,11 of 36,0 of 1,0%,0,0,0:00,6 of 26,3 of 7,1 of 2,10 of 35,0 of 0,0 of 0
fe3ff5b1d9135add,787bb1f087ccff8a,Ciryl Gane,1,59 of 80,73%,61 of 82,0 of 0,---,0,0,0:25,13 of 28,17 of 20,29 of 32,53 of 74,4 of 4,2 of 2
acec5f4c6fee1ae2,008ea710276c9606,Jeff Molina,1,47 of 62,75%,106 of 131,0 of 0,---,0,0,3:26,39 of 54,6 of 6,2 of 2,9 of 13,0 of 0,38 of 49
acec5f4c6fee1ae2,31bb0772f21cabd8,Daniel Lacerda,0,20 of 25,80%,31 of 37,0 of 2,0%,0,0,0:55,7 of 11,7 of 8,6 of 6,14 of 16,0 of 1,6 of 8
f747701638da90ae,f2925e6db404bf1d,Robbie Lawler,1,28 of 46,60%,32 of 51,1 of 1,100%,0,0,1:13,22 of 39,5 of 6,1 of 1,21 of 37,6 of 7,1 of 2
f747701638da90ae,fb8a3025ae722e64,Bobby Voelker,0,10 of 42,23%,11 of 44,0 of 0,---,0,0,0:00,6 of 35,2 of 3,2 of 4,9 of 40,1 of 2,0 of 0
18b31990d1808419,99bd87a300079ed9,Erik Koch,1,4 of 18,22%,5 of 19,0 of 0,---,0,0,0:02,2 of 16,1 of 1,1 of 1,4 of 18,0 of 0,0 of 0
18b31990d1808419,2f13e4020cea5b38,Raphael Assuncao,0,9 of 20,45%,9 of 20,0 of 0,---,0,0,0:00,3 of 12,3 of 4,3 of 4,9 of 20,0 of 0,0 of 0
343749a2f7c5d78b,d802174b0c0c1f4e,Magomed Ankalaev,1,44 of 67,65%,91 of 123,1 of 3,33%,0,0,5:34,28 of 45,12 of 16,4 of 6,23 of 44,4 of 5,17 of 18
343749a2f7c5d78b,ce632027bf2a871b,Dalcha Lungiambula,0,6 of 26,23%,13 of 33,0 of 2,0%,0,0,0:20,4 of 23,2 of 3,0 of 0,5 of 25,1 of 1,0 of 0
3945b08be8d62861,501b07aec9b8fc2d,Sam Stout,0,2 of 16,12%,2 of 16,0 of 0,---,0,0,0:00,1 of 14,0 of 0,1 of 2,2 of 16,0 of 0,0 of 0
3945b08be8d62861,96c336b463e0662c,Frankie Perez,1,12 of 15,80%,12 of 15,0 of 0,---,0,0,0:04,8 of 11,2 of 2,2 of 2,6 of 8,0 of 0,6 of 7
c84a29f426f1aab7,d7c3816669784109,Karolina Kowalkiewicz,0,42 of 111,37%,47 of 119,0 of 2,0%,0,0,0:00,17 of 73,15 of 22,10 of 16,40 of 108,2 of 3,0 of 0
c84a29f426f1aab7,abcf2cc6efc42031,Iasmin Lucindo,0,83 of 136,61%,91 of 144,2 of 6,33%,0,0,5:56,53 of 100,23 of 28,7 of 8,57 of 105,13 of 18,13 of 13
295a0bf12a7373c0,f53d4f21d1b5f2dc,Diego Ferreira,0,31 of 60,51%,37 of 70,0 of 2,0%,0,2,1:06,31 of 60,0 of 0,0 of 0,10 of 39,3 of 3,18 of 18
295a0bf12a7373c0,84ff027394f7e470,Gregor Gillespie,0,45 of 62,72%,53 of 70,4 of 8,50%,0,0,5:10,37 of 52,7 of 9,1 of 1,9 of 17,6 of 8,30 of 37
fa3b28ff3585b4a0,547afe1017e72dbe,Phil Hawes,0,48 of 90,53%,49 of 91,0 of 3,0%,0,0,0:00,24 of 63,15 of 18,9 of 9,46 of 85,2 of 5,0 of 0
fa3b28ff3585b4a0,5442f1bc4b47eaf3,Chris Curtis,1,21 of 36,58%,22 of 37,0 of 0,---,0,0,0:03,15 of 27,5 of 8,1 of 1,18 of 33,2 of 2,1 of 1
7c0d0a28a8fba102,c6aee362c7a7d482,Randy Brown,0,60 of 111,54%,80 of 135,2 of 5,40%,0,0,1:46,32 of 79,22 of 26,6 of 6,49 of 96,11 of 15,0 of 0
7c0d0a28a8fba102,f626118b6da0e020,Bryan Battle,0,57 of 110,51%,109 of 175,0 of 6,0%,0,0,7:25,20 of 64,31 of 38,6 of 8,27 of 76,30 of 34,0 of 0
53d6a7634c7fc036,4b1d46a1b5c0fd11,Alberto Mina,0,12 of 82,14%,16 of 87,1 of 5,20%,0,0,0:05,5 of 65,3 of 11,4 of 6,11 of 79,1 of 2,0 of 1
53d6a7634c7fc036,abd5fb12437eda21,Ramazan Emeev,0,39 of 84,46%,54 of 100,3 of 6,50%,0,0,5:08,28 of 67,8 of 14,3 of 3,24 of 57,4 of 9,11 of 18
8787d56f59bfb4c3,89a407032911e27e,Brendan Schaub,1,53 of 199,26%,53 of 199,0 of 1,0%,0,0,0:06,50 of 191,3 of 8,0 of 0,44 of 185,8 of 13,1 of 1
8787d56f59bfb4c3,270b89c00ef0c55c,Gabriel Gonzaga,0,37 of 110,33%,37 of 110,0 of 2,0%,1,0,0:00,21 of 89,4 of 5,12 of 16,33 of 104,4 of 6,0 of 0
c4eaeec8ac778b27,b9706f80d005036c,Ketlen Vieira,0,20 of 76,26%,20 of 76,0 of 0,---,0,0,0:00,19 of 75,1 of 1,0 of 0,20 of 76,0 of 0,0 of 0
c4eaeec8ac778b27,578ef12674df1e6a,Irene Aldana,1,26 of 71,36%,26 of 71,0 of 0,---,0,0,0:02,13 of 52,7 of 13,6 of 6,24 of 69,0 of 0,2 of 2
6c44af21414e4143,0d7b51c9d2649a6e,Dricus Du Plessis,0,90 of 197,45%,99 of 206,4 of 9,44%,2,0,3:39,61 of 155,7 of 13,22 of 29,80 of 184,8 of 11,2 of 2
6c44af21414e4143,1338e2c7480bdf9e,Israel Adesanya,0,97 of 203,47%,105 of 211,0 of 1,0%,0,1,0:09,63 of 165,26 of 29,8 of 9,92 of 198,4 of 4,1 of 1
5ea39e0fc3b64e83,0052de90691d4a93,Davi Ramos,0,6 of 12,50%,13 of 21,1 of 1,100%,1,0,2:10,5 of 9,1 of 3,0 of 0,5 of 11,0 of 0,1 of 1
5ea39e0fc3b64e83,2816ced060a21be3,Nick Hein,0,1 of 6,16%,1 of 6,0 of 0,---,0,0,0:07,1 of 6,0 of 0,0 of 0,1 of 6,0 of 0,0 of 0
4adef20ce69217be,f626118b6da0e020,Bryan Battle,1,7 of 10,70%,7 of 10,0 of 0,---,0,0,0:02,4 of 6,2 of 3,1 of 1,6 of 8,0 of 0,1 of 2
4adef20ce69217be,8abac218746e04ca,Takashi Sato,0,2 of 8,25%,2 of 8,0 of 0,---,0,0,0:00,0 of 5,2 of 2,0 of 1,2 of 8,0 of 0,0 of 0
be5cdd4872fbd0b7,83a477a7dba1ca58,Clay Harvison,0,12 of 27,44%,18 of 33,0 of 0,---,0,0,0:00,2 of 14,5 of 6,5 of 7,8 of 21,4 of 6,0 of 0
be5cdd4872fbd0b7,fd5b6598a3b70c0a,Seth Baczynski,1,41 of 107,38%,45 of 111,0 of 2,0%,1,0,2:32,25 of 78,10 of 22,6 of 7,14 of 67,19 of 26,8 of 14
17daeb7e36e60cdf,427b5953ac8e3a27,Demian Maia,0,13 of 17,76%,56 of 68,2 of 2,100%,1,0,7:28,13 of 17,0 of 0,0 of 0,0 of 0,0 of 0,13 of 17
17daeb7e36e60cdf,84b3e7d38f2d2ec5,Neil Magny,0,0 of 4,0%,11 of 16,0 of 0,---,0,0,0:02,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
9b79c05aa978c066,8d03ce87ca14e778,Francis Ngannou,0,36 of 84,42%,46 of 95,0 of 0,---,0,0,1:17,32 of 78,2 of 4,2 of 2,31 of 79,5 of 5,0 of 0
9b79c05aa978c066,fa6796c55d6c5440,Curtis Blaydes,0,24 of 58,41%,31 of 65,2 of 6,33%,0,0,1:05,16 of 46,1 of 2,7 of 10,21 of 54,3 of 4,0 of 0
b1be8b41b1a4fd85,54f64b5e283b0ce7,Ilia Topuria,1,31 of 63,49%,31 of 64,0 of 0,---,0,0,0:03,12 of 34,18 of 28,1 of 1,30 of 60,0 of 2,1 of 1
b1be8b41b1a4fd85,29af297d9f1de0f8,Damon Jackson,0,16 of 52,30%,16 of 53,0 of 0,---,0,0,0:13,10 of 40,5 of 10,1 of 2,15 of 50,1 of 2,0 of 0
3f5f6c576046bf77,92437c6775b3f7d1,John Moraga,1,8 of 14,57%,8 of 14,0 of 1,0%,0,0,0:02,3 of 8,1 of 2,4 of 4,7 of 13,0 of 0,1 of 1
3f5f6c576046bf77,87f19d19f4cb73f8,Bibulatov Magomed,0,5 of 10,50%,5 of 10,0 of 0,---,0,0,0:03,2 of 6,2 of 3,1 of 1,4 of 9,0 of 0,1 of 1
d48f938269b8ed0b,523fa774700d7d3f,Court McGee,0,58 of 99,58%,133 of 185,2 of 13,15%,0,0,7:03,28 of 67,11 of 13,19 of 19,37 of 73,2 of 4,19 of 22
d48f938269b8ed0b,d53482bef23235ba,Marcio Alexandre Junior,0,23 of 48,47%,28 of 53,0 of 0,---,1,0,0:05,12 of 36,9 of 10,2 of 2,23 of 48,0 of 0,0 of 0
beed8bc1f800de8f,22aa91e402d0fe1f,Ramsey Nijem,2,34 of 51,66%,92 of 121,1 of 1,100%,1,0,1:37,25 of 39,3 of 6,6 of 6,15 of 28,0 of 1,19 of 22
beed8bc1f800de8f,08af939f41b5a57b,Beneil Dariush,0,9 of 20,45%,14 of 25,0 of 1,0%,0,0,0:29,6 of 14,3 of 6,0 of 0,6 of 14,3 of 6,0 of 0
88a63555728c2025,78f485f851891d68,Journey Newson,0,13 of 46,28%,13 of 46,0 of 6,0%,0,0,1:03,6 of 34,4 of 7,3 of 5,12 of 45,1 of 1,0 of 0
88a63555728c2025,c0ac37a4a1133da9,Marcus McGhee,1,25 of 53,47%,25 of 54,0 of 0,---,1,0,0:31,14 of 39,9 of 11,2 of 3,21 of 47,3 of 4,1 of 2
c0568b225d5f0fe6,1d00756835ca67c9,Donald Cerrone,0,113 of 230,49%,113 of 230,0 of 5,0%,0,0,0:50,69 of 181,38 of 43,6 of 6,101 of 216,11 of 13,1 of 1
c0568b225d5f0fe6,d8da10db80131bec,Niko Price,0,150 of 312,48%,167 of 330,0 of 1,0%,0,0,0:47,80 of 225,30 of 42,40 of 45,129 of 284,18 of 24,3 of 4
bf878c083a6b30ad,d4c9dcd330403612,Anthony Smith,0,51 of 93,54%,51 of 93,0 of 0,---,0,0,0:00,27 of 67,4 of 4,20 of 22,51 of 93,0 of 0,0 of 0
bf878c083a6b30ad,327d5f279895110d,Roman Dolidze,0,100 of 185,54%,103 of 188,1 of 3,33%,0,0,3:33,61 of 135,12 of 16,27 of 34,65 of 132,3 of 4,32 of 49
f19d1c8ca5660240,427b5953ac8e3a27,Demian Maia,0,1 of 1,100%,5 of 5,1 of 1,100%,1,0,1:19,1 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1
